Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
hair remover,off-topic,0.0978577401,81,true,Negative,"",""
Price,"price, high, market, hair",0.067400622,82,true,Negative,"",""
Every thing,off-topic,0.1007312104,83,true,Negative,"",""
Safe and gentle,off-topic,0.1468239732,84,true,Negative,"",""
battery operated,off-topic,0.0130439142,85,true,Negative,"",""
the price,"price, high, market, hair",0.067400622,86,true,Negative,"",""
too high priced for me,off-topic,0.0550766764,87,true,Negative,"",""
there is a lot of gimmick hair removals and it might fall into useless catergory.,off-topic,0.3860102073,88,true,Negative,"",""
reminds me of the No No!,off-topic,0.2188565428,89,true,Negative,"",""
na,off-topic,0.0185953418,90,true,Positive,"",""
Can't say. Not enough info.,"know, everything, think, product",0.3153330312,91,true,Negative,"",""
Don't know,"know, everything, think, product",0.2032826584,92,true,Neutral,"",""
dermatologist recommended,off-topic,0.0512110494,93,true,Negative,"",""
The rechargeable battery.  This is very common part of appliances & products.,off-topic,0.1149731216,94,true,Negative,"",""
I don't know.,"know, everything, think, product",0.2032826584,95,true,Neutral,"",""
battery operated,off-topic,0.0130439142,96,true,Negative,"",""
probably not painless,off-topic,0.0669468168,97,true,Negative,"",""
There are many less expensive depillatory creams available.,off-topic,0.1427922782,98,true,Negative,"",""
powered by battery,off-topic,0.0259082928,99,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,100,true,Positive,"",""
not sure,off-topic,0.1519020104,101,true,Neutral,"",""
nothing that I can see.,"nothing, see, comes, mind",0.3257469267,102,true,Positive,"",""
don't know,"know, everything, think, product",0.1437425463,103,true,Neutral,"",""
many hair removers on the market,"price, high, market, hair",0.1095179804,104,true,Negative,"",""
being powered by a battery,off-topic,0.0259082928,105,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,106,true,Positive,"",""
n/a,off-topic,0.0,107,true,Positive,"",""
I]it's bulky - should be more streamlined for under arm use etc.,off-topic,0.0842071649,108,true,Negative,"",""
Price,"price, high, market, hair",0.067400622,109,true,Negative,"",""
don't know,"know, everything, think, product",0.1437425463,110,true,Neutral,"",""
na,off-topic,0.0185953418,111,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,112,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,113,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,114,true,Positive,"",""
its powered by a battery you can use it anywhere,off-topic,0.0665370467,115,true,Negative,"",""
must buy batteries,off-topic,0.191475738,116,true,Negative,"",""
no comment,off-topic,0.0852437079,117,true,Neutral,"",""
removes hair.,off-topic,0.1068907153,118,true,Negative,"",""
n/a,off-topic,0.0,119,true,Positive,"",""
other hair removal systems on the market,off-topic,0.0816853519,120,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,121,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,122,true,Positive,"",""
"not a razor, and not a laser",off-topic,0.0280677814,123,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,124,true,Positive,"",""
n/a,off-topic,0.0,125,true,Positive,"",""
there are other products like it on the market,off-topic,0.0773740244,126,true,Negative,"",""
NOTHING,"nothing, see, comes, mind",0.1628734634,127,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,128,true,Positive,"",""
battery powered device,off-topic,0.0502066138,129,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,130,true,Positive,"",""
innovative way to do it,off-topic,0.0257783473,131,true,Positive,"",""
I don't know,"know, everything, think, product",0.2032826584,132,true,Neutral,"",""
That it does not get rid of unwanted hair permanently,off-topic,0.3389755232,133,true,Negative,"",""
nothing in particular,off-topic,0.128708859,134,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,135,true,Positive,"",""
totally not innovative; a copy,off-topic,0.1272330908,136,true,Negative,"",""
expensive,off-topic,0.0694767719,137,true,Negative,"",""
ONLY USEFUL FOR THOSE WHO NEED IT,off-topic,0.2865780039,138,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,139,true,Positive,"",""
n/a,off-topic,0.0,140,true,Positive,"",""
other products can remove hair for cheaper,off-topic,0.11258391,141,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,142,true,Positive,"",""
not sure its believable,off-topic,0.2087092602,143,true,Negative,"",""
it is an extremely cheaper version of another product,off-topic,0.068461768,144,true,Negative,"",""
none,off-topic,0.0369781972,145,true,Positive,"",""
i don't know,"know, everything, think, product",0.1437425463,146,true,Neutral,"",""
"Probably doesnt work, how can you remove hair without a blade?  And laser?  You really cant, so most likely this product doesnt do what it claims","know, everything, think, product",0.5153306352,147,true,Negative,"",""
Nothing.,"nothing, see, comes, mind",0.1628734634,148,true,Positive,"",""
.,off-topic,0.0,149,"","","",""
nothing,"nothing, see, comes, mind",0.1628734634,150,true,Positive,"",""
don't know.,"know, everything, think, product",0.1437425463,151,true,Neutral,"",""
n/a,off-topic,0.0,152,true,Positive,"",""
see no down side,off-topic,0.0420527571,153,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,154,true,Positive,"",""
n/a,off-topic,0.0,155,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,156,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,157,true,Positive,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,158,true,Positive,"",""
b/a,off-topic,0.0,159,true,Positive,"",""
n/a,off-topic,0.0,160,true,Positive,"",""
wonder if it really works,off-topic,0.0395058513,161,true,Negative,"",""
too old to care,off-topic,0.0165630601,162,true,Negative,"",""
none,off-topic,0.0369781972,163,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,164,true,Positive,"",""
no idea,off-topic,0.1139654527,165,true,Positive,"",""
?,off-topic,0.0,166,"","","",""
don't know,"know, everything, think, product",0.1437425463,167,true,Neutral,"",""
everything,"know, everything, think, product",0.1556026611,168,true,Negative,"",""
not new slightly different,off-topic,0.1256930286,169,true,Negative,"",""
Nothing.,"nothing, see, comes, mind",0.1628734634,170,true,Positive,"",""
No idea--unacquainted with this kind of product,off-topic,0.2407552539,171,true,Neutral,"",""
not sure,off-topic,0.1519020104,172,true,Neutral,"",""
I believe there are already products like this on the market.,off-topic,0.1926704307,173,true,Negative,"",""
does not state it gets to root so there is no regrowth,off-topic,0.2019727555,174,true,Negative,"",""
there is nothing least innovative,off-topic,0.1657288404,175,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,176,true,Positive,"",""
hair remover,off-topic,0.0978577401,177,true,Negative,"",""
dermatologist recommended,off-topic,0.0512110494,178,true,Negative,"",""
same as the no-no,off-topic,0.0,179,true,Negative,"",""
cannot think of any,"know, everything, think, product",0.1382645937,180,true,Positive,"",""
Don't know...the product itself?,off-topic,0.1797327155,181,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,182,true,Positive,"",""
"I have very fine hair, so hair removal is not a big concern",off-topic,0.1605300522,183,true,Negative,"",""
hair removal gadget,off-topic,0.1218633437,184,true,Negative,"",""
It doesn't say if it is permanent or not?,off-topic,0.1858713923,185,true,Negative,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,186,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,187,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,188,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,189,true,Positive,"",""
Probably the price,"price, high, market, hair",0.1055000376,190,true,Negative,"",""
Needs to be charged,off-topic,0.1133426378,191,true,Negative,"",""
not sure,off-topic,0.1519020104,192,true,Neutral,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,193,true,Positive,"",""
That it's for Caucasians!,off-topic,0.0232576138,194,true,Negative,"",""
how well does it work,off-topic,0.0,195,true,Negative,"",""
don't know,"know, everything, think, product",0.1437425463,196,true,Neutral,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,197,true,Positive,"",""
none,off-topic,0.0369781972,198,true,Positive,"",""
It sounds like it's just like every other powered hair remover.,off-topic,0.1794632855,199,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,200,true,Positive,"",""
the price is too high,"price, high, market, hair",0.0953188737,201,true,Negative,"",""
na,off-topic,0.0185953418,202,true,Positive,"",""
would not buy,"price, high, market, hair",0.0979774102,203,true,Negative,"",""
the packaging. it looks just like the no-no product.,off-topic,0.1659188596,204,true,Negative,"",""
non,off-topic,0.0165458317,205,true,Positive,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,206,true,Positive,"",""
na,off-topic,0.0185953418,207,true,Positive,"",""
Battery operated,off-topic,0.0130439142,208,true,Negative,"",""
there are other products like this already,off-topic,0.0969671466,209,true,Negative,"",""
price,"price, high, market, hair",0.067400622,210,true,Negative,"",""
That there are other products like it on the market.,off-topic,0.0893438277,211,true,Negative,"",""
The need to recharge.,off-topic,0.2177950574,212,true,Negative,"",""
"I don't believe in this product, I don't think it would work",off-topic,0.321179957,213,true,Negative,"",""
nonev,off-topic,0.0,214,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,215,true,Positive,"",""
The concept.,off-topic,0.0945768823,216,true,Negative,"",""
not sure,off-topic,0.1519020104,217,true,Neutral,"",""
nothing,"nothing, see, comes, mind",0.1628734634,218,true,Positive,"",""
NONE,off-topic,0.0369781972,219,true,Positive,"",""
none,off-topic,0.0369781972,220,true,Positive,"",""
na,off-topic,0.0185953418,221,true,Positive,"",""
does not say how it works,off-topic,0.0817515298,222,true,Negative,"",""
battery powered,off-topic,0.0259082928,223,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,224,true,Positive,"",""
I have seen many of these items out there for shaving your legs without a razor,off-topic,0.2886978398,225,true,Negative,"",""
"nothing, other products on the market",off-topic,0.0863778604,226,true,Negative,"",""
not sure,off-topic,0.1519020104,227,true,Neutral,"",""
Too many hair removal gimmicks on the market,"price, high, market, hair",0.2540045381,228,true,Negative,"",""
na,off-topic,0.0185953418,229,true,Positive,"",""
Nothing that I can see.,"nothing, see, comes, mind",0.3257469267,230,true,Positive,"",""
no water or creams needed,off-topic,0.0301466964,231,true,Negative,"",""
don't know how it works with this description,off-topic,0.068721912,232,true,Negative,"",""
Nothing although I tend to think all advertising is hyped. I would like to see a guarantee that offers a refund if it doesn't work.,off-topic,0.2909333851,233,true,Mixed,"",""
Don't know.,"know, everything, think, product",0.2032826584,234,true,Neutral,"",""
no need for water,off-topic,0.0300287948,235,true,Negative,"",""
Powered by a rechargeable lithium battery.,off-topic,0.0381628389,236,true,Negative,"",""
na,off-topic,0.0185953418,237,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,238,true,Positive,"",""
Is it wax?  What is it?,off-topic,0.0755411789,239,true,Negative,"",""
safe on all skin types and colors,off-topic,0.0996319819,240,true,Negative,"",""
N/a.,off-topic,0.0,241,true,Positive,"",""
not a razor or laser,off-topic,0.0280677814,242,true,Negative,"",""
na,off-topic,0.0185953418,243,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,244,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,245,true,Positive,"",""
na,off-topic,0.0185953418,246,true,Positive,"",""
n/a,off-topic,0.0,247,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,248,true,Positive,"",""
powered by battery,off-topic,0.0259082928,249,true,Negative,"",""
none,off-topic,0.0369781972,250,true,Positive,"",""
removes unwanted hair,off-topic,0.1413732814,251,true,Negative,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,252,true,Positive,"",""
I don't know.,"know, everything, think, product",0.2032826584,253,true,Neutral,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,254,true,Positive,"",""
price,"price, high, market, hair",0.067400622,255,true,Negative,"",""
no need for water or cream,off-topic,0.0417779277,256,true,Negative,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,257,true,Positive,"",""
no idea,off-topic,0.1139654527,258,true,Positive,"",""
Expensive,off-topic,0.0694767719,259,true,Negative,"",""
all kinds of these products,off-topic,0.059066023,260,true,Negative,"",""
n/a,off-topic,0.0,261,true,Positive,"",""
It does not give the science behind this product. How does it do what it does.,off-topic,0.1212236194,262,true,Negative,"",""
sweeps away unwanted hair instantly and painlessly,off-topic,0.2427433628,263,true,Negative,"",""
Nothing.,"nothing, see, comes, mind",0.1628734634,264,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,265,true,Positive,"",""
battery,off-topic,0.0141030335,266,true,Negative,"",""
Price is high,"price, high, market, hair",0.0953188737,267,true,Negative,"",""
i don't know,"know, everything, think, product",0.1437425463,268,true,Neutral,"",""
don't know,"know, everything, think, product",0.1437425463,269,true,Neutral,"",""
nothing,"nothing, see, comes, mind",0.1628734634,270,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,271,true,Positive,"",""
"Nothing, sounds like a great product.",off-topic,0.1524102127,272,true,Positive,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,273,true,Positive,"",""
Nothing that I can think of.,"know, everything, think, product",0.2951501857,274,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,275,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,276,true,Positive,"",""
NONE,off-topic,0.0369781972,277,true,Positive,"",""
no comment,off-topic,0.0852437079,278,true,Neutral,"",""
I dont believe in its effectiveness,"nothing, see, comes, mind",0.2671358696,279,true,Negative,"",""
other hair removal products on  market,off-topic,0.1030796044,280,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,281,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,282,true,Positive,"",""
That it's battery powered.,off-topic,0.0317310487,283,true,Negative,"",""
Nothing.,"nothing, see, comes, mind",0.1628734634,284,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,285,true,Positive,"",""
hair remover,off-topic,0.0978577401,286,true,Negative,"",""
everything,"know, everything, think, product",0.1556026611,287,true,Negative,"",""
price,"price, high, market, hair",0.067400622,288,true,Negative,"",""
I don't know,"know, everything, think, product",0.2032826584,289,true,Neutral,"",""
nothing,"nothing, see, comes, mind",0.1628734634,290,true,Positive,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,291,true,Positive,"",""
it is all pretty innovative,off-topic,0.1550449364,292,true,Positive,"",""
Would not use,off-topic,0.0,293,true,Negative,"",""
don't know,"know, everything, think, product",0.1437425463,294,true,Neutral,"",""
Battery needs to be periodically recharged.,off-topic,0.1160593377,295,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,296,true,Positive,"",""
It's no better than a razor,off-topic,0.2540640818,297,true,Negative,"",""
Absolutely nothing,"nothing, see, comes, mind",0.2138069609,298,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,299,true,Positive,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,300,true,Positive,"",""
safe on all skin types,off-topic,0.0976490693,301,true,Negative,"",""
n/a,off-topic,0.0,302,true,Positive,"",""
uses a rechargeable battery,off-topic,0.0840038562,303,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,304,true,Positive,"",""
its pretty innovative,off-topic,0.1550449364,305,true,Positive,"",""
NOTHING,"nothing, see, comes, mind",0.1628734634,306,true,Positive,"",""
hair removal,off-topic,0.100097215,307,true,Negative,"",""
basic epi-lady from years ago?,off-topic,0.1079673294,308,true,Negative,"",""
price is high,"price, high, market, hair",0.0953188737,309,true,Negative,"",""
Battery powered.,off-topic,0.0259082928,310,true,Negative,"",""
not sure,off-topic,0.1519020104,311,true,Neutral,"",""
May be somewhat similar to the NoNo product that was popular a couple years ago.,off-topic,0.2061298355,312,true,Negative,"",""
NA,off-topic,0.0185953418,313,true,Positive,"",""
battery charged,off-topic,0.0546691666,314,true,Negative,"",""
....,off-topic,0.0,315,"","","",""
nothing that I can see,"nothing, see, comes, mind",0.3257469267,316,true,Positive,"",""
price,"price, high, market, hair",0.067400622,317,true,Negative,"",""
more of the same,off-topic,0.0,318,true,Negative,"",""
THE PRICE,"price, high, market, hair",0.0953188737,319,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,320,true,Positive,"",""
don't know,"know, everything, think, product",0.1437425463,321,true,Neutral,"",""
Pricey,off-topic,0.0,322,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,323,true,Positive,"",""
needs battery,off-topic,0.0798084377,324,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,325,true,Positive,"",""
na,off-topic,0.0185953418,326,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,327,true,Positive,"",""
Nothing,"nothing, see, comes, mind",0.1628734634,328,true,Positive,"",""
"There are several hair removal systems out there that make similar claims, but at least this one does not make the claim that it will permanently remove hair.",off-topic,0.4632285607,329,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,330,true,Positive,"",""
same as all shavers,off-topic,-0.0048957368,331,true,Negative,"",""
it is too expensive,off-topic,0.0694767719,332,true,Negative,"",""
It is not that innovative a product.  The No-No came out with this idea first,off-topic,0.269973766,333,true,Negative,"",""
Same type of speech I hear for all hair removal systems.,off-topic,0.1110943456,334,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,335,true,Positive,"",""
there are similar products but more expensive,off-topic,0.0994517802,336,true,Negative,"",""
It's just another one of many of the same thing,"know, everything, think, product",0.3520585807,337,true,Negative,"",""
no need for water or creams,off-topic,0.0370751951,338,true,Negative,"",""
price,"price, high, market, hair",0.067400622,339,true,Negative,"",""
No need for water,off-topic,0.0367776125,340,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,341,true,Positive,"",""
PRICEY FOR PRODUCT,off-topic,0.0760611395,342,true,Negative,"",""
it is a hair remover product,off-topic,0.1021490899,343,true,Negative,"",""
SOUNDS TOO GOOD TO BE TRUE....ALSO TOO EXPENSIVE,off-topic,0.4931969619,344,true,Negative,"",""
none,off-topic,0.0369781972,345,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,346,true,Positive,"",""
can't say,"know, everything, think, product",0.1491088211,347,true,Positive,"",""
I do not usually buy this kind of product.,off-topic,0.1943843599,348,true,Negative,"",""
no answer,off-topic,0.0694314012,349,true,Neutral,"",""
don't know.,"know, everything, think, product",0.1437425463,350,true,Neutral,"",""
process of hair removal,off-topic,0.1194639871,351,true,Negative,"",""
na,off-topic,0.0185953418,352,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,353,true,Positive,"",""
the price,"price, high, market, hair",0.067400622,354,true,Negative,"",""
Very much like previous versions of Finishing Touch,off-topic,0.1362135863,355,true,Negative,"",""
would like tto see how it works,off-topic,0.0350153424,356,true,Neutral,"",""
NA,off-topic,0.0185953418,357,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,358,true,Positive,"",""
none,off-topic,0.0369781972,359,true,Positive,"",""
Is similar to No-No.,off-topic,0.1030206578,360,true,Negative,"",""
elegant,off-topic,0.0524735688,361,true,Negative,"",""
uses a battery,off-topic,0.0693015448,362,true,Negative,"",""
There are a lot of options for hair removal.,off-topic,0.2650803065,363,true,Negative,"",""
not sure,off-topic,0.1519020104,364,true,Neutral,"",""
Nothing I can think of - sounds great to me.,"know, everything, think, product",0.32546758,365,true,Positive,"",""
PRICE,"price, high, market, hair",0.067400622,366,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,367,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,368,true,Positive,"",""
I don't know,"know, everything, think, product",0.2032826584,369,true,Neutral,"",""
other brands out there,off-topic,0.0324406053,370,true,Negative,"",""
No comment,off-topic,0.1205528078,371,true,Neutral,"",""
N/a,off-topic,0.0,372,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,373,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,374,true,Positive,"",""
It's only downfall is it has to be recharged.,off-topic,0.0973655985,375,true,Negative,"",""
na,off-topic,0.0185953418,376,true,Positive,"",""
na,off-topic,0.0185953418,377,true,Positive,"",""
don't know,"know, everything, think, product",0.1437425463,378,true,Neutral,"",""
would need to try,off-topic,0.1738369809,379,true,Neutral,"",""
nothing,"nothing, see, comes, mind",0.1628734634,380,true,Positive,"",""
na,off-topic,0.0185953418,381,true,Positive,"",""
hair remover,off-topic,0.0978577401,382,true,Negative,"",""
nothing,"nothing, see, comes, mind",0.1628734634,383,true,Positive,"",""
The price,"price, high, market, hair",0.0953188737,384,true,Negative,"",""
none,off-topic,0.0369781972,385,true,Positive,"",""
unknown,off-topic,0.0131230807,386,true,Positive,"",""
not sure,off-topic,0.1519020104,387,true,Neutral,"",""
safe on all skin types,off-topic,0.0976490693,388,true,Negative,"",""
NA,off-topic,0.0185953418,389,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,390,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,391,true,Positive,"",""
don't know,"know, everything, think, product",0.1437425463,392,true,Neutral,"",""
nothing,"nothing, see, comes, mind",0.1628734634,393,true,Positive,"",""
another hair removal system.,off-topic,0.013504256,394,true,Negative,"",""
not sure it works,off-topic,0.0370814769,395,true,Negative,"",""
n/a,off-topic,0.0,396,true,Positive,"",""
hair removal,off-topic,0.100097215,397,true,Negative,"",""
nc,off-topic,-0.004674459,398,"","","",""
"I think the ""No No"" is basically the same concept.",off-topic,0.2841646796,399,true,Negative,"",""
the price,"price, high, market, hair",0.067400622,400,true,Negative,"",""
seems innovative to me,off-topic,0.1699759095,401,true,Positive,"",""
ffffff,off-topic,-0.0073422489,402,"","","",""
These products never work as promised.,off-topic,0.2355069315,403,true,Negative,"",""
of course the price,off-topic,0.0455051196,404,true,Negative,"",""
cost,off-topic,0.0510937494,405,true,Negative,"",""
na,off-topic,0.0185953418,406,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,407,true,Positive,"",""
nothing,"nothing, see, comes, mind",0.1628734634,408,true,Positive,"",""
