Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
stronger,"might, always, paper, seem",0.1278332351,61,true,Positive,"",""
V-Flex Weave,"v-flex, weave, flexable, strenght",0.1383155383,62,true,Positive,"",""
that this paper towel has stretch quality in it,"paper, towels, towel, dish",0.1438197823,63,true,Positive,"",""
stronger paper towel,"paper, towels, towel, dish",0.0899326023,64,true,Positive,"",""
no comment,off-topic,0.0805275018,65,true,Neutral,"",""
"the brand speaks for itself, I like viva towels","product, products, brand, good",0.0803448017,66,true,Positive,"",""
I don't even see what one is supposed to use this to clean.,"might, always, paper, seem",0.356395237,67,true,Negative,"",""
IDK,off-topic,0.0,68,true,Neutral,"",""
great product great price,"product, products, brand, good",0.114067403,69,true,Positive,"",""
weave,"v-flex, weave, flexable, strenght",0.0978038551,70,true,Positive,"",""
Nothing,"comes, mind, nothing, see",0.1512867742,71,true,Negative,"",""
nothing.,"comes, mind, nothing, see",0.1512867742,72,true,Negative,"",""
it is viva,off-topic,0.0107091673,73,true,Positive,"",""
scrubbing power,"power, extra, scrubbing, appealing",0.0740719784,74,true,Positive,"",""
the vflex weave that hasd stretch power for scrubbing,"power, extra, scrubbing, appealing",0.1351877439,75,true,Positive,"",""
to help clean ..durability,"strong, able, help, enough",0.1648935279,76,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,77,true,Negative,"",""
brand,"product, products, brand, good",0.0363816574,78,true,Positive,"",""
it stretches,"stretching, stretches, textures, therefor",0.0302828005,79,true,Positive,"",""
AETRSDGJHV,off-topic,0.0,80,"",Neutral,"",""
etra scrubber,"product, using, clean, day",0.0639187088,81,true,Positive,"",""
The Weave technology,"technology, v-flex, blah, hold",0.0545428913,82,true,Positive,"",""
durability,"v, flex, weave, new",0.0667176719,83,true,Positive,"",""
nothing really,"comes, mind, nothing, see",0.1512867742,84,true,Negative,"",""
na,na,0.0191506695,85,true,Negative,"",""
V-Flex,off-topic,0.0,86,true,Positive,"",""
do not know,"love, try, say, must",0.1280216647,87,true,Neutral,"",""
the V-flex weave technology is the most innovative.,"technology, v-flex, blah, hold",0.0658792088,88,true,Positive,"",""
stretch proerties,"delivers, stretch, flex, v-flex",0.0742342811,89,true,Positive,"",""
best texture for cleaning,"texture, best, cleaning, strengthens",0.1117980589,90,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,91,true,Negative,"",""
It stretches & has scrubbing power,"power, extra, scrubbing, appealing",0.1207159934,92,true,Positive,"",""
That they stretch to scrub better.,"strong, able, help, enough",0.2514193721,93,true,Positive,"",""
The ability to stretch while cleaning or scrubbing.,"level, whole, take, ability",0.2380057561,94,true,Positive,"",""
do not know,"love, try, say, must",0.1280216647,95,true,Neutral,"",""
That it streches! That sounds awesome!,off-topic,0.130198504,96,true,Positive,"",""
stretch,"delivers, stretch, flex, v-flex",0.0524915635,97,true,Positive,"",""
that it is really durable and holds up well to tough jobs,off-topic,0.0796651176,98,true,Positive,"",""
v flex,"v, flex, weave, new",0.0647059783,99,true,Positive,"",""
texture,"texture, best, cleaning, strengthens",0.0387322651,100,true,Positive,"",""
great product,"product, products, brand, good",0.0667252649,101,true,Positive,"",""
na,na,0.0191506695,102,true,Negative,"",""
the durability of the sheet which allows you to scrub with it,"product, using, clean, day",0.1337673906,103,true,Positive,"",""
the weave technology for better cleaning,"technology, v-flex, blah, hold",0.1129908247,104,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,105,true,Negative,"",""
Extra strength for scrubbing,"strength, due, maybe, scrubing",0.147409167,106,true,Positive,"",""
dont know,"love, try, say, must",0.1806131395,107,true,Neutral,"",""
V-flex Weave,"v-flex, weave, flexable, strenght",0.1383155383,108,true,Positive,"",""
The weave technology,"technology, v-flex, blah, hold",0.0545428913,109,true,Positive,"",""
stretch,"delivers, stretch, flex, v-flex",0.0524915635,110,true,Positive,"",""
The new improvement,"provides, cost, quality, texture",0.0767332261,111,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,112,true,Negative,"",""
Stretchy paper towels,"paper, towels, towel, dish",0.0660532155,113,true,Positive,"",""
na,na,0.0191506695,114,true,Negative,"",""
the strength due to the weave,"strength, due, maybe, scrubing",0.152956111,115,true,Positive,"",""
cleaning towels,"product, using, clean, day",0.1069584215,116,true,Positive,"",""
Have scrubbing power,"power, extra, scrubbing, appealing",0.0907192757,117,true,Positive,"",""
v flex weave,"v, flex, weave, new",0.1210217317,118,true,Positive,"",""
very strong like a cloth,"strong, able, help, enough",0.1975343574,119,true,Positive,"",""
"can reuse it, stronger towel","might, always, paper, seem",0.2422958532,120,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,121,true,Negative,"",""
weave technology,"technology, v-flex, blah, hold",0.0445340843,122,true,Positive,"",""
THE V=FLEX VEAVE,"v, flex, weave, new",0.0915080721,123,true,Positive,"",""
The stretch weave.,"delivers, stretch, flex, v-flex",0.1124508272,124,true,Positive,"",""
new weave,"v-flex, weave, flexable, strenght",0.1383155383,125,true,Positive,"",""
not much. A paper towel is a paper towel. I like the 1/2 sheets better. This does not appear to have that featuer.,"paper, towels, towel, dish",0.3335393144,126,true,Negative,"",""
na,na,0.0191506695,127,true,Negative,"",""
stretch,"delivers, stretch, flex, v-flex",0.0524915635,128,true,Positive,"",""
the stretch,"delivers, stretch, flex, v-flex",0.0524915635,129,true,Positive,"",""
the v-flex technology that allows the towel to stretch to being able to have greater scrubbing powers.,"level, whole, take, ability",0.2638561748,130,true,Positive,"",""
flex weave for better scrubbing power.  And the Viva brand.,"power, extra, scrubbing, appealing",0.2310606482,131,true,Positive,"",""
none,none,0.0417972726,132,true,Negative,"",""
It can scrub,"scrub, can, abitity, absorbant",0.0010660709,133,true,Positive,"",""
weave,"v-flex, weave, flexable, strenght",0.0978038551,134,true,Positive,"",""
na,na,0.0191506695,135,true,Negative,"",""
can be stretched,off-topic,0.1043026226,136,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,137,true,Negative,"",""
cleaning solution V-Flex,"product, using, clean, day",0.1018237938,138,true,Positive,"",""
"WOW thia is new to me, what a product!!! I am a professional cleaner and this will help with cleaning around the toilet, paper towels are a disaster and I hate using my microfiber towel around the toilet!!!!",off-topic,0.2880376153,139,true,Positive,"",""
It's stretches while used for scrubbing.,"stretching, stretches, textures, therefor",0.0672278056,140,true,Positive,"",""
usually do not have the extra money to  buy these types of things on fixed income.,off-topic,0.1733256017,141,"",Neutral,"",""
Tough enough to scrub when wet,"strong, able, help, enough",0.2294080609,142,true,Positive,"",""
nothing!! already on market,"product, products, brand, good",0.1110954463,143,true,Negative,"",""
Don't know,"love, try, say, must",0.1810499745,144,true,Neutral,"",""
none,none,0.0417972726,145,true,Negative,"",""
Stretch for scrubbing power - a paper towel that has stretch in it,"power, extra, scrubbing, appealing",0.1647074539,146,true,Positive,"",""
That it is stretchy.,off-topic,0.0,147,true,Positive,"",""
stretch,"delivers, stretch, flex, v-flex",0.0524915635,148,true,Positive,"",""
na,na,0.0191506695,149,true,Negative,"",""
it stretches which is great,"stretching, stretches, textures, therefor",0.0428263471,150,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,151,true,Negative,"",""
?,off-topic,0.0,152,"",Neutral,"",""
stretch for scrubbing power,"power, extra, scrubbing, appealing",0.0945572324,153,true,Positive,"",""
it delivers srretch  for great scrubbing power,"power, extra, scrubbing, appealing",0.1213013991,154,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,155,true,Negative,"",""
weave,"v-flex, weave, flexable, strenght",0.0978038551,156,true,Positive,"",""
its strength,"strength, due, maybe, scrubing",0.0854617427,157,true,Positive,"",""
NOTHING,"comes, mind, nothing, see",0.1512867742,158,true,Negative,"",""
I didn't like it,off-topic,0.0,159,true,Negative,"",""
NOTHING,"comes, mind, nothing, see",0.1512867742,160,true,Negative,"",""
V-Flex*Weave technology delivers stretch for greater scrubbing power making it easier to clean most hard and greasy messes,"power, extra, scrubbing, appealing",0.3673013772,161,true,Positive,"",""
stretch,"delivers, stretch, flex, v-flex",0.0524915635,162,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,163,true,Negative,"",""
it is stretchable somewhat like a handi-wipe?,off-topic,0.1196673968,164,true,Positive,"",""
v-flex weave,"v-flex, weave, flexable, strenght",0.1383155383,165,true,Positive,"",""
Nothing,"comes, mind, nothing, see",0.1512867742,166,true,Negative,"",""
don't know,"love, try, say, must",0.1280216647,167,true,Neutral,"",""
scrubbing power,"power, extra, scrubbing, appealing",0.0740719784,168,true,Positive,"",""
nothing in particular,"might, always, paper, seem",0.1371988155,169,true,Negative,"",""
Not only the price buy how well it cleans up messes,"product, products, brand, good",0.1712135694,170,true,Positive,"",""
GREATER SCRUBBING POWER,"power, extra, scrubbing, appealing",0.1025498337,171,true,Positive,"",""
best texture for cleaning,"texture, best, cleaning, strengthens",0.1117980589,172,true,Positive,"",""
don't know,"love, try, say, must",0.1280216647,173,true,Neutral,"",""
Nothing.,"comes, mind, nothing, see",0.1512867742,174,true,Negative,"",""
IS A PAPER TOWEL WITH SCRUBBING POWER MEANING THAT IS CAN DO MORE THAN ONE THING WHICH HELPS YOU OUT,"love, try, say, must",0.5086631536,175,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,176,true,Negative,"",""
v-flex weave,"v-flex, weave, flexable, strenght",0.1383155383,177,true,Positive,"",""
Nothing,"comes, mind, nothing, see",0.1512867742,178,true,Negative,"",""
Weave makes a better cleaning paper towel,"paper, towels, towel, dish",0.3130564871,179,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,180,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,181,true,Negative,"",""
strechness,off-topic,0.0,182,true,Positive,"",""
it stretches,"stretching, stretches, textures, therefor",0.0302828005,183,true,Positive,"",""
The weave technology,"technology, v-flex, blah, hold",0.0545428913,184,true,Positive,"",""
color,off-topic,0.0130022644,185,true,Positive,"",""
scrubbing power,"power, extra, scrubbing, appealing",0.0740719784,186,true,Positive,"",""
It supposedly won't tear up when you scrub with it,"scrub, can, abitity, absorbant",0.1868686154,187,true,Positive,"",""
V-Flex weave technology.,"technology, v-flex, blah, hold",0.0545428913,188,true,Positive,"",""
v flex weave,"v, flex, weave, new",0.1210217317,189,true,Positive,"",""
Very strong and stretchy to clean better.,"strong, able, help, enough",0.2304807036,190,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,191,true,Negative,"",""
I do not know,"love, try, say, must",0.1810499745,192,true,Neutral,"",""
nothing,"comes, mind, nothing, see",0.1512867742,193,true,Negative,"",""
Nothing,"comes, mind, nothing, see",0.1512867742,194,true,Negative,"",""
"Although I don't really know what it is, the V-Flex weave technology sounds pretty innovative.","technology, v-flex, blah, hold",0.2678957665,195,true,Positive,"",""
more power,"power, extra, scrubbing, appealing",0.0522658917,196,true,Positive,"",""
that you can scrub with it,"scrub, can, abitity, absorbant",0.0008704432,197,true,Positive,"",""
na,na,0.0191506695,198,true,Negative,"",""
I am assuming that it will stay together during the scrubbing process.,"product, using, clean, day",0.3100056729,199,true,Positive,"",""
It stretches.,"stretching, stretches, textures, therefor",0.0428263471,200,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,201,true,Negative,"",""
na,na,0.0191506695,202,true,Negative,"",""
stretch for cleaning,"delivers, stretch, flex, v-flex",0.1212703015,203,true,Positive,"",""
the stretchy part,off-topic,0.0,204,true,Positive,"",""
it streches,off-topic,0.0,205,true,Positive,"",""
says you can scrub with it,"good, hold, job, looking",0.2296264806,206,true,Positive,"",""
never use,off-topic,0.194622549,207,true,Negative,"",""
good buy,"good, hold, job, looking",0.2058065485,208,true,Positive,"",""
it has a pretty packaging,"product, products, brand, good",0.162016458,209,true,Positive,"",""
scrubbing power,"power, extra, scrubbing, appealing",0.0740719784,210,true,Positive,"",""
V-flex weave technology--stretching!,"technology, v-flex, blah, hold",0.067510534,211,true,Positive,"",""
stretches,"stretching, stretches, textures, therefor",0.0302828005,212,true,Positive,"",""
V-Flex weave,"v-flex, weave, flexable, strenght",0.1383155383,213,true,Positive,"",""
none,none,0.0417972726,214,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,215,true,Negative,"",""
"strength, stretch","strength, due, maybe, scrubing",0.1315976133,216,true,Positive,"",""
V-Flex,off-topic,0.0,217,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,218,true,Negative,"",""
scrubbing strength,"strength, due, maybe, scrubing",0.1215291901,219,true,Positive,"",""
none,none,0.0417972726,220,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,221,true,Negative,"",""
weave technology for stretching and better scrubbing,"technology, v-flex, blah, hold",0.1239041137,222,true,Positive,"",""
everything,"love, try, say, must",0.1430863281,223,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,224,true,Negative,"",""
Scubbing,off-topic,0.0,225,true,Positive,"",""
stretch,"delivers, stretch, flex, v-flex",0.0524915635,226,true,Positive,"",""
quality for scrubbing,"provides, cost, quality, texture",0.0851519613,227,true,Positive,"",""
strong,"strong, able, help, enough",0.1115323292,228,true,Positive,"",""
V-Flex weave,"v-flex, weave, flexable, strenght",0.1383155383,229,true,Positive,"",""
the weave of the cloth,"v-flex, weave, flexable, strenght",0.1013576169,230,true,Positive,"",""
the stretch power of the towel,"power, extra, scrubbing, appealing",0.0955010342,231,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,232,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,233,true,Negative,"",""
V weave,"v-flex, weave, flexable, strenght",0.1383155383,234,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,235,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,236,true,Negative,"",""
The texture for scrubbing if it works,off-topic,0.0427522699,237,true,Positive,"",""
na,na,0.0191506695,238,true,Negative,"",""
can stretch,"delivers, stretch, flex, v-flex",0.0742342811,239,true,Positive,"",""
Now it's more like Bounty,off-topic,0.0791559032,240,true,Positive,"",""
na,na,0.0191506695,241,true,Negative,"",""
That it will stretch,"delivers, stretch, flex, v-flex",0.090918055,242,true,Positive,"",""
V-Flex Weave,"v-flex, weave, flexable, strenght",0.1383155383,243,true,Positive,"",""
can scrub things better,"good, hold, job, looking",0.3071854524,244,true,Positive,"",""
scrubbing power,"power, extra, scrubbing, appealing",0.0740719784,245,true,Positive,"",""
Nothing specific comes to mind at the moment.,"might, always, paper, seem",0.3243443408,246,true,Negative,"",""
no answer,off-topic,0.0609484819,247,true,Neutral,"",""
can scrub with it,"scrub, can, abitity, absorbant",0.0008704432,248,true,Positive,"",""
more durable,off-topic,0.0538795696,249,true,Positive,"",""
that it provides the best texture for cleaning to take scrrubbing,"provides, cost, quality, texture",0.2689558358,250,true,Positive,"",""
Nothing,"comes, mind, nothing, see",0.1512867742,251,true,Negative,"",""
made for stronger cleaninfg job,"good, hold, job, looking",0.1979238087,252,true,Positive,"",""
have to try it first,off-topic,0.1161455438,253,true,Neutral,"",""
added stretch,off-topic,0.040245777,254,true,Positive,"",""
the weave technology,"technology, v-flex, blah, hold",0.0445340843,255,true,Positive,"",""
000000000000000000000,off-topic,0.0,256,true,Negative,"",""
stretch for scrubbing,"delivers, stretch, flex, v-flex",0.078359884,257,true,Positive,"",""
The V-Flex weave,"v-flex, weave, flexable, strenght",0.1694012461,258,true,Positive,"",""
v-flex weave,"v-flex, weave, flexable, strenght",0.1383155383,259,true,Positive,"",""
it will last through house cleaning,"product, using, clean, day",0.1460211186,260,true,Positive,"",""
it stretches,"stretching, stretches, textures, therefor",0.0302828005,261,true,Positive,"",""
Nothing comes to mind,"comes, mind, nothing, see",0.257968518,262,true,Negative,"",""
V-Flex for great scrubbing power,"power, extra, scrubbing, appealing",0.1047535965,263,true,Positive,"",""
na,na,0.0191506695,264,true,Negative,"",""
The new weave technology that provides texture for cleaning.,"technology, v-flex, blah, hold",0.1042449441,265,true,Positive,"",""
V-FLEX,off-topic,0.0,266,true,Positive,"",""
stretch,"delivers, stretch, flex, v-flex",0.0524915635,267,true,Positive,"",""
sounds good,"might, always, paper, seem",0.2015543475,268,true,Positive,"",""
Nothing,"comes, mind, nothing, see",0.1512867742,269,true,Negative,"",""
the scrubbing power it would have. i'd love to try it,"love, try, say, must",0.1882946287,270,true,Positive,"",""
the stretch,"delivers, stretch, flex, v-flex",0.0524915635,271,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,272,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,273,true,Negative,"",""
elasticity,"product, using, clean, day",0.0516206834,274,true,Positive,"",""
Viva,off-topic,0.0107091673,275,true,Positive,"",""
don't like,off-topic,0.0,276,true,Negative,"",""
I have no idea.,"strong, able, help, enough",0.164695653,277,true,Neutral,"",""
makes cleaning easiers would holup better than other paper towels,"paper, towels, towel, dish",0.3358720051,278,true,Positive,"",""
viva brand,"product, products, brand, good",0.0517064896,279,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,280,true,Negative,"",""
weave technology that delivers stretch,"technology, v-flex, blah, hold",0.072606409,281,true,Positive,"",""
better scrubs,"might, always, paper, seem",0.2060590672,282,true,Positive,"",""
na,na,0.0191506695,283,true,Negative,"",""
none,none,0.0417972726,284,true,Negative,"",""
V-Flex Weave technology that provides the best texture for cleaning,"technology, v-flex, blah, hold",0.1042449441,285,true,Positive,"",""
SCRUBBING TO A WHOLE NEW LEVEL,off-topic,0.142309609,286,true,Positive,"",""
no interest,off-topic,0.0322680336,287,true,Negative,"",""
that it is stronger then most paper towels so i can use it for scrubbing,"paper, towels, towel, dish",0.12625387,288,true,Positive,"",""
V-Flex Weave,"v-flex, weave, flexable, strenght",0.1383155383,289,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,290,true,Negative,"",""
best texture for cleaning,"texture, best, cleaning, strengthens",0.1117980589,291,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,292,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,293,true,Negative,"",""
would be useful if had a very stubborn spill,"product, using, clean, day",0.1590271092,294,true,Positive,"",""
nothing until I try it.,"good, hold, job, looking",0.1836648495,295,true,Negative,"",""
it seems more durable,"strong, able, help, enough",0.1804174917,296,true,Positive,"",""
v-flex,off-topic,0.0,297,true,Positive,"",""
no answer,off-topic,0.0609484819,298,true,Neutral,"",""
nothing to add,off-topic,0.1207253148,299,true,Negative,"",""
texture,"texture, best, cleaning, strengthens",0.0387322651,300,true,Positive,"",""
Packaging,"product, products, brand, good",0.0524529528,301,true,Positive,"",""
V-Flex weave,"v-flex, weave, flexable, strenght",0.1383155383,302,true,Positive,"",""
supposedly greater scrubbing power,"power, extra, scrubbing, appealing",0.1311492763,303,true,Positive,"",""
n/a,off-topic,0.0,304,true,Negative,"",""
scrubbing with it,"product, using, clean, day",0.0675229548,305,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,306,true,Negative,"",""
The stretch ability,"level, whole, take, ability",0.1699495378,307,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,308,true,Negative,"",""
Nothing,"comes, mind, nothing, see",0.1512867742,309,true,Negative,"",""
scrubbing power,"power, extra, scrubbing, appealing",0.0740719784,310,true,Positive,"",""
na,na,0.0191506695,311,true,Negative,"",""
I have used this product and find it is not very innovative.,"product, products, brand, good",0.2543858878,312,true,Negative,"",""
Stretch for scrubbing power and a very high price.,"power, extra, scrubbing, appealing",0.1504787809,313,true,Positive,"",""
"the price, its 1000x the value",off-topic,0.0866893224,314,true,Positive,"",""
Having a flexible weave which gives stretch to the product for more scrubbing power.,"power, extra, scrubbing, appealing",0.3436342695,315,true,Positive,"",""
Not sure.,"good, hold, job, looking",0.2059520752,316,true,Neutral,"",""
tbgrw,off-topic,0.0,317,"",Neutral,"",""
Nothing.  Not giving a 'none of the above' option is annoying.,"might, always, paper, seem",0.2963144002,318,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,319,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,320,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,321,true,Negative,"",""
able to clean and scrub better than any other paper towels,"might, always, paper, seem",0.2771196969,322,true,Positive,"",""
nothing - buy generic - cheaper,"product, products, brand, good",0.1660403327,323,true,Negative,"",""
????,off-topic,0.0,324,"",Neutral,"",""
nothing,"comes, mind, nothing, see",0.1512867742,325,true,Negative,"",""
scrubing power,"power, extra, scrubbing, appealing",0.0739151329,326,true,Positive,"",""
advertising,"product, products, brand, good",0.029560657,327,true,Positive,"",""
the scrubbing power,"power, extra, scrubbing, appealing",0.0740719784,328,true,Positive,"",""
name,off-topic,0.0,329,true,Neutral,"",""
nothing,"comes, mind, nothing, see",0.1512867742,330,true,Negative,"",""
weave tech,off-topic,0.0221864578,331,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,332,true,Negative,"",""
Do not know.,"love, try, say, must",0.1594367539,333,true,Neutral,"",""
great scrubbing power,"power, extra, scrubbing, appealing",0.0907192757,334,true,Positive,"",""
don't know,"love, try, say, must",0.1280216647,335,true,Neutral,"",""
V-Flex weave technology,"technology, v-flex, blah, hold",0.0545428913,336,true,Positive,"",""
nothing,"comes, mind, nothing, see",0.1512867742,337,true,Negative,"",""
na,na,0.0191506695,338,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,339,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,340,true,Negative,"",""
stretch,"delivers, stretch, flex, v-flex",0.0524915635,341,true,Positive,"",""
The towel may be more durable than current Viva towel,off-topic,0.06792126,342,true,Positive,"",""
-,off-topic,0.0,343,"",Neutral,"",""
hard to belive,off-topic,0.0535368365,344,true,Negative,"",""
stretch in a paper towel,"paper, towels, towel, dish",0.077365758,345,true,Positive,"",""
scrubbing power.,"power, extra, scrubbing, appealing",0.0740719784,346,true,Positive,"",""
It provides the best texture for cleaning to take scrubbing to a whole new level.,"level, whole, take, ability",0.2983292699,347,true,Positive,"",""
v flex tech,off-topic,0.0278143095,348,true,Positive,"",""
supposed to be stronger to scrub stains,"strong, able, help, enough",0.2339612011,349,true,Positive,"",""
the weave,"v-flex, weave, flexable, strenght",0.0978038551,350,true,Positive,"",""
scrubbing aspect,off-topic,0.1083611065,351,true,Positive,"",""
can scrub with it very absorbant,"scrub, can, abitity, absorbant",0.0010660709,352,true,Positive,"",""
The Weave technology,"technology, v-flex, blah, hold",0.0545428913,353,true,Positive,"",""
stretching for scrubbing power,"power, extra, scrubbing, appealing",0.0939887393,354,true,Positive,"",""
Nothing,"comes, mind, nothing, see",0.1512867742,355,true,Negative,"",""
no,off-topic,0.0,356,true,Negative,"",""
nothing,"comes, mind, nothing, see",0.1512867742,357,true,Negative,"",""
Scrubbing power.,"power, extra, scrubbing, appealing",0.0740719784,358,true,Positive,"",""
