Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
The odor protection and extra absorption.,off-topic,0.1419520648,42,true,Positive,"",""
Good product at a good price,"price, market, good, affordable",0.2248163539,43,true,Positive,"",""
not sure,"feel, already, good, make",0.1157187525,44,true,Neutral,"",""
new to manage bladder leaks,"provide, provides, protection, information",0.1238444814,45,true,Positive,"",""
ok,off-topic,0.0240235168,46,true,Neutral,"",""
the price,"price, market, good, affordable",0.0536825625,47,true,Positive,"",""
nccg,off-topic,0.0,48,"","","",""
nothing,"nothing, can, see, never",0.1159109345,49,true,Negative,"",""
odor protection,"protection, odor, combo, comfort",0.058153938,50,true,Positive,"",""
na,na,0.0157899496,51,true,Negative,"",""
none,"none, badly, cardboard, feels",0.032605048,52,true,Negative,"",""
They are made by Always.,"feel, already, good, make",0.2072926938,53,true,Positive,"",""
has a liner and pafd,off-topic,0.0174405201,54,true,Positive,"",""
"First bladder leak liner by Always, a trusted brand.","brand, store, trusted, always",0.2408632405,55,true,Positive,"",""
The variety of options.,"variety, wide, sizes, styles",0.1080270284,56,true,Positive,"",""
it works for me.Comfortable and they absorb great.,off-topic,0.0370165619,57,true,Positive,"",""
na,na,0.0157899496,58,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,59,true,Negative,"",""
manage bladder leaks,"provide, provides, protection, information",0.107252467,60,true,Positive,"",""
The fact that this product line is available in liners,"available, liners, underwear, pads",0.2107024386,61,true,Positive,"",""
available in different modes,"available, liners, underwear, pads",0.1153704728,62,true,Positive,"",""
the discreet fit that doesn't show through your clothes.,off-topic,0.0255682289,63,true,Positive,"",""
the feeling that leakage is not a problem,off-topic,0.1411535089,64,true,Positive,"",""
works well,off-topic,0.0196584829,65,true,Positive,"",""
discreet,"discreet, pantyliners, small, made",0.0680568829,66,true,Positive,"",""
"Just the name adding ""discreet""","protection, using, types, fit",0.175827586,67,true,Negative,"",""
nothing new,"nothing, can, see, never",0.1639228156,68,true,Negative,"",""
sensitive bladders,"bladders, sensitive, cause, discreet",0.0857330896,69,true,Positive,"",""
A large assortment of sizes and shapes,"protection, using, types, fit",0.1548398698,70,true,Positive,"",""
?,off-topic,0.0,71,"","","",""
nothing,"nothing, can, see, never",0.1159109345,72,true,Negative,"",""
Underwear,"brand, store, trusted, always",0.0727278096,73,true,Positive,"",""
"for sensitive bladders-good assortent, offers absorption, comfort, odor protection, fit","offers, protection, odor, absorption",0.1794991066,74,true,Positive,"",""
made for bladder no leaks,"bladders, sensitive, cause, discreet",0.0512809056,75,true,Positive,"",""
Underwear is a good value depending on number of pairs for the money,"price, market, good, affordable",0.2199402789,76,true,Positive,"",""
"comfort and odor protection and availability in pads, underwear","protection, odor, combo, comfort",0.171249516,77,true,Positive,"",""
For sensitive bladders.,"bladders, sensitive, cause, discreet",0.1050011618,78,true,Positive,"",""
no comment,"claims, gives, idea, wetness",0.0726358717,79,true,Neutral,"",""
offers incredible comfort,"offers, protection, odor, absorption",0.0540300292,80,true,Positive,"",""
na,na,0.0157899496,81,true,Negative,"",""
lets you pee in your pants,"feel, already, good, make",0.1375549531,82,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,83,true,Negative,"",""
discreet fit,"fit, discreet, instead, wear",0.1551688476,84,true,Positive,"",""
unsure,"feel, already, good, make",0.0855168872,85,true,Neutral,"",""
"design, style for comfort, odor protection",off-topic,0.0523555335,86,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,87,true,Negative,"",""
it has a variety of prices and variety of products,"products, product, two, always",0.1084950602,88,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,89,true,Negative,"",""
differwent sizes,"protection, using, types, fit",0.0851838285,90,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,91,true,Negative,"",""
The size and the fit,"size, male, packages, package",0.0317313536,92,true,Positive,"",""
Made for sensitive bladders,"bladders, sensitive, cause, discreet",0.1050011618,93,true,Positive,"",""
"ALWAYS HAS ALWAYS BEEN A GREAT PRODUCT, MANY CHOICES, COMFORTING","products, product, two, always",0.3459194052,94,true,Positive,"",""
always,"feel, already, good, make",0.1196804926,95,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,96,true,Negative,"",""
I use and love the discrete,"love, right, can, long",0.1189452463,97,true,Positive,"",""
Nothing,"nothing, can, see, never",0.1159109345,98,true,Negative,"",""
"available in liners, pads and underwear","available, liners, underwear, pads",0.0893231108,99,true,Positive,"",""
"I don't really think that much is except that it has the always name and offers liners, pads, and underwear.  It sounds like the fit would be more discreet than other brands.","feel, already, good, make",0.410837124,100,true,Mixed,"",""
offers good absorbtion and odor protection,"offers, protection, odor, absorption",0.1981141171,101,true,Positive,"",""
Makes bladder leaks no big deal,off-topic,0.1637016087,102,true,Positive,"",""
"discreet fit, not ""bulky"" like other brands available,","available, liners, underwear, pads",0.1340233311,103,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,104,true,Negative,"",""
it comes in different sizes but it feels so natural,off-topic,0.1206012955,105,true,Positive,"",""
dont know,"love, right, can, long",0.1392641895,106,true,Neutral,"",""
nothing,"nothing, can, see, never",0.1159109345,107,true,Negative,"",""
it sounds like others in its class so can't tell what is innovative,off-topic,0.0269251626,108,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,109,true,Negative,"",""
keep you dry,off-topic,0.0858076394,110,true,Positive,"",""
N/A,off-topic,0.0,111,true,Negative,"",""
the discreetness.....,off-topic,0.0,112,true,Positive,"",""
"They have underwear which is what I use. They've got odor control protection, a discreet fit, and anything that makes me feel secure about my bladder leakage is for me. Also this is a well known and trusted product.","feel, already, good, make",0.5470647647,113,true,Positive,"",""
don't know,"love, right, can, long",0.0986575763,114,true,Neutral,"",""
no idea i dont use have no need,"claims, gives, idea, wetness",0.2316969405,115,true,Negative,"",""
Nothing,"nothing, can, see, never",0.1159109345,116,true,Negative,"",""
same,off-topic,0.0,117,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,118,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,119,true,Negative,"",""
new product line,"products, product, two, always",0.0865697415,120,true,Positive,"",""
the price is fair,"price, market, good, affordable",0.0822156472,121,true,Positive,"",""
NA,na,0.0157899496,122,true,Negative,"",""
price and absorb,"price, market, good, affordable",0.0854375717,123,true,Positive,"",""
it has liners  pads and underwear,"fit, discreet, instead, wear",0.1188283256,124,true,Positive,"",""
small and discreet,"discreet, pantyliners, small, made",0.0962469668,125,true,Positive,"",""
huh??,off-topic,0.0268543648,126,"","","",""
nothing,"nothing, can, see, never",0.1159109345,127,true,Negative,"",""
I don't know,"love, right, can, long",0.1395228824,128,true,Neutral,"",""
"Global leader, what it now offers","provide, provides, protection, information",0.0483586094,129,true,Positive,"",""
The comfort.,off-topic,0.1247202686,130,true,Positive,"",""
nothing much... this catagory has a somewhat large number of products,"products, product, two, always",0.1542182499,131,true,Negative,"",""
It has odor protection,"protection, odor, combo, comfort",0.0712237373,132,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,133,true,Negative,"",""
Offers discretion,"offers, protection, odor, absorption",0.0348816825,134,true,Positive,"",""
disreet,off-topic,0.0,135,true,Positive,"",""
price,"price, market, good, affordable",0.0536825625,136,true,Positive,"",""
none,"none, badly, cardboard, feels",0.032605048,137,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,138,true,Negative,"",""
NA.,na,0.0157899496,139,true,Negative,"",""
All the different sizes.,"protection, using, types, fit",0.1545820436,140,true,Positive,"",""
variety of items and sensitivity factor,off-topic,0.09055287,141,true,Positive,"",""
good for sensitive bladders,"feel, already, good, make",0.2185781639,142,true,Positive,"",""
na,na,0.0157899496,143,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,144,true,Negative,"",""
i have no idea as I don't know anything about this type of product,"protection, using, types, fit",0.1866314485,145,true,Neutral,"",""
nothing,"nothing, can, see, never",0.1159109345,146,true,Negative,"",""
n/a,off-topic,0.0,147,true,Negative,"",""
do not use or need,"feel, already, good, make",0.1567042699,148,true,Negative,"",""
variety of sizes,"variety, wide, sizes, styles",0.0767580542,149,true,Positive,"",""
I have used these and they work fine for me.,off-topic,0.0406181539,150,true,Positive,"",""
none,"none, badly, cardboard, feels",0.032605048,151,true,Negative,"",""
"The variety of products gives ""just right"" protection.",off-topic,0.2006072964,152,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,153,true,Negative,"",""
available in many different sizes,"available, liners, underwear, pads",0.1447843385,154,true,Positive,"",""
na,na,0.0157899496,155,true,Negative,"",""
NONE,"none, badly, cardboard, feels",0.032605048,156,true,Negative,"",""
none,"none, badly, cardboard, feels",0.032605048,157,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,158,true,Negative,"",""
special discreet fit,off-topic,0.0640420872,159,true,Positive,"",""
works well,off-topic,0.0196584829,160,true,Positive,"",""
notging,off-topic,0.0,161,true,Negative,"",""
wide variety of products depending on the need of the sensitive bladder.,"products, product, two, always",0.1984449233,162,true,Positive,"",""
"it comes in liners, pads and underwear","feel, already, good, make",0.2209970903,163,true,Positive,"",""
NOTHING,"nothing, can, see, never",0.1159109345,164,true,Negative,"",""
"Nothing in particular, sounds like the other feminine bladder protection products","products, product, two, always",0.2333650538,165,true,Negative,"",""
only for women,off-topic,0.0020435951,166,true,Negative,"",""
the Name Always been around a long time for that time of month thing,off-topic,0.204721633,167,true,Positive,"",""
A discreet fit.,"fit, discreet, instead, wear",0.1900422503,168,true,Positive,"",""
A full line of products for various needs.,"products, product, two, always",0.1850223832,169,true,Positive,"",""
Nothing.,"nothing, can, see, never",0.1159109345,170,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,171,true,Negative,"",""
The fit.,"fit, discreet, instead, wear",0.1527800493,172,true,Positive,"",""
"0ne of my special products,that i have ever used","products, product, two, always",0.1582192951,173,true,Positive,"",""
too bulky,"bladders, sensitive, cause, discreet",0.04320014,174,true,Negative,"",""
it's from a trusted brand,"brand, store, trusted, always",0.0670185766,175,true,Positive,"",""
sizes,"protection, using, types, fit",0.0602340628,176,true,Positive,"",""
bladder control,off-topic,0.0525157302,177,true,Positive,"",""
Works well and like the disposable re-wrap to throw away used product,off-topic,0.1526486684,178,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,179,true,Negative,"",""
Discretion,off-topic,0.0380672048,180,true,Positive,"",""
protection layers,"protection, odor, combo, comfort",0.072272007,181,true,Positive,"",""
like the brand,"brand, store, trusted, always",0.0570221776,182,true,Positive,"",""
don;t know,"love, right, can, long",0.119603296,183,true,Neutral,"",""
"Healthy for the family, enviromently friendly.",off-topic,0.0534620657,184,true,Positive,"",""
with supply comfort and protection better then others,"provide, provides, protection, information",0.1973082519,185,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,186,true,Negative,"",""
na,na,0.0157899496,187,true,Negative,"",""
I don't use these these products,"products, product, two, always",0.0637753273,188,true,Negative,"",""
I am a male and my wife dosen't use anymore,"size, male, packages, package",0.0410844451,189,true,Negative,"",""
"offers a ""discreet fit"" - should be comfortable","offers, protection, odor, absorption",0.0770470883,190,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,191,true,Negative,"",""
"Would work good for me now as have bladder leaks,comfort,odor protection,plus discreet.","feel, already, good, make",0.4089280253,192,true,Positive,"",""
good brand,"brand, store, trusted, always",0.1393436183,193,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,194,true,Negative,"",""
managability for women,off-topic,0.0028900799,195,true,Positive,"",""
Multi-functional feminine protection.,"protection, odor, combo, comfort",0.0770640509,196,true,Positive,"",""
It is available in different sizes.,"available, liners, underwear, pads",0.1447843385,197,true,Positive,"",""
Don't know since I haven't tried it.  I have been using Poise many years  & continue to do so. I'd like you to know I started many years ago because they sent me a sample.  That is the only way you will know anything about any of these products.,"feel, already, good, make",0.5639027267,198,true,Neutral,"",""
nothing,"nothing, can, see, never",0.1159109345,199,true,Negative,"",""
fit,"fit, discreet, instead, wear",0.1080318089,200,true,Positive,"",""
The discreet fit.,"fit, discreet, instead, wear",0.1900422503,201,true,Positive,"",""
helps with bladder issues,off-topic,0.0440442557,202,true,Positive,"",""
discreet fitting,"fit, discreet, instead, wear",0.0858503938,203,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,204,true,Negative,"",""
none,"none, badly, cardboard, feels",0.032605048,205,true,Negative,"",""
always brand has always been good used their sanitary napkins when i needed them. the packaging is attractive.,"feel, already, good, make",0.3995635351,206,true,Positive,"",""
odor protection,"protection, odor, combo, comfort",0.058153938,207,true,Positive,"",""
not sure,"feel, already, good, make",0.1157187525,208,true,Neutral,"",""
brand I trust,"price, market, good, affordable",0.0617861403,209,true,Positive,"",""
Love the end of the description and that would make me feel better,"love, right, can, long",0.1950744686,210,true,Positive,"",""
odor protection,"protection, odor, combo, comfort",0.058153938,211,true,Positive,"",""
"Discreet fitting, sensitive bladder protection","protection, odor, combo, comfort",0.1483709923,212,true,Positive,"",""
Don't know,"love, right, can, long",0.1395228824,213,true,Neutral,"",""
nothing,"nothing, can, see, never",0.1159109345,214,true,Negative,"",""
this is one of my favorite brands..I believe this would fit my life style completely,off-topic,0.1816995411,215,true,Positive,"",""
variety of types and sizes,"variety, wide, sizes, styles",0.1111229843,216,true,Positive,"",""
Nothing. The elastic makes them bunch in the middle and and cause leaks.,off-topic,0.1030784661,217,true,Negative,"",""
not sure there is much difference,off-topic,0.1329401667,218,true,Negative,"",""
bladder leaks,"bladders, sensitive, cause, discreet",0.0418706841,219,true,Positive,"",""
"offers, liners, pads, and underwear","offers, protection, odor, absorption",0.0545726705,220,true,Positive,"",""
The product description makes me want to try them,off-topic,0.1915955303,221,true,Positive,"",""
I do not know since I am not familiar with these types of products.,"products, product, two, always",0.2275918362,222,true,Positive,"",""
works very well.,off-topic,0.0196584829,223,true,Positive,"",""
available in pad and underwear options  -  odor protection  -  discreet,"available, liners, underwear, pads",0.152014683,224,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,225,true,Negative,"",""
These pads are very comfortable and not bulky.,"fit, discreet, instead, wear",0.164107021,226,true,Positive,"",""
never use,"nothing, can, see, never",0.1452161472,227,true,Negative,"",""
discreet fit,"fit, discreet, instead, wear",0.1551688476,228,true,Positive,"",""
Great product.,"products, product, two, always",0.0706838979,229,true,Positive,"",""
discreet fit,"fit, discreet, instead, wear",0.1551688476,230,true,Positive,"",""
I like pose   this is expense,"claims, gives, idea, wetness",0.1937657975,231,true,Negative,"",""
It comes in different styles,"protection, using, types, fit",0.1944553977,232,true,Positive,"",""
the whole new line of bladder control,off-topic,0.1494505412,233,true,Positive,"",""
odor protection,"protection, odor, combo, comfort",0.058153938,234,true,Positive,"",""
MAYB ALL THE TYPES IT'S AVAILABLE IN,"available, liners, underwear, pads",0.1555423149,235,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,236,true,Negative,"",""
discreet fit that helps make bladder leaks feel like no big deal,"feel, already, good, make",0.3263386957,237,true,Positive,"",""
discreet fit,"fit, discreet, instead, wear",0.1551688476,238,true,Positive,"",""
by Always,"feel, already, good, make",0.1196804926,239,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,240,true,Negative,"",""
Nothing in particular,"claims, gives, idea, wetness",0.1277218384,241,true,Negative,"",""
discretion,off-topic,0.0380672048,242,true,Positive,"",""
"It is available in several choices; liners, pads and underwear","available, liners, underwear, pads",0.1408300219,243,true,Positive,"",""
dont know,"love, right, can, long",0.1392641895,244,true,Neutral,"",""
price,"price, market, good, affordable",0.0536825625,245,true,Positive,"",""
IT HAS A DISCREET FIT,"fit, discreet, instead, wear",0.2453434901,246,true,Positive,"",""
makes bladder leaks feel like no big deal,"feel, already, good, make",0.2351820683,247,true,Positive,"",""
sensitive bladders,"bladders, sensitive, cause, discreet",0.0857330896,248,true,Positive,"",""
packaging,"brand, store, trusted, always",0.047737199,249,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,250,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,251,true,Negative,"",""
feminie,off-topic,0.0,252,true,Positive,"",""
discrete fit,off-topic,0.0546422117,253,true,Positive,"",""
"They are THIN, THIN, THIN.   I bought them and actually loved them but after a few tries found that I am allergic to something in it as I started feeling irritation.   I still use occasionally and hope they are able to make one for sensitive skin.","feel, already, good, make",0.550256997,254,true,Mixed,"",""
prices,"price, market, good, affordable",0.0504992778,255,true,Positive,"",""
"underwear, pads available but underwear works best",off-topic,0.0775415024,256,true,Positive,"",""
many choices of sizes,"protection, using, types, fit",0.1563243475,257,true,Positive,"",""
discrete,off-topic,0.0187698013,258,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,259,true,Negative,"",""
"different sizes available,  Good absorption,","available, liners, underwear, pads",0.2308859727,260,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,261,true,Negative,"",""
It is a different bladder leakage pad,"protection, using, types, fit",0.1902680276,262,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,263,true,Negative,"",""
more used for bowel problems vs. bladder problems,off-topic,0.06663135,264,true,Positive,"",""
all the different size packaging,"size, male, packages, package",0.0701883788,265,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,266,true,Negative,"",""
new,off-topic,0.0,267,true,Positive,"",""
Nothing,"nothing, can, see, never",0.1159109345,268,true,Negative,"",""
not sure,"feel, already, good, make",0.1157187525,269,true,Neutral,"",""
it says its the newest innovation but the description does not say what,off-topic,0.1455596331,270,true,Negative,"",""
always is doing something different,"feel, already, good, make",0.2161815824,271,true,Positive,"",""
nothing - same as whats already available,"available, liners, underwear, pads",0.1589468981,272,true,Negative,"",""
is feminine protection from sensitive bladder with absorption comfort and odor protection plus fits discreetly,"protection, odor, combo, comfort",0.2443587506,273,true,Positive,"",""
has right sizes & prices to select from,off-topic,0.12244437,274,true,Positive,"",""
nothing specific,"protection, using, types, fit",0.1012559923,275,true,Negative,"",""
nc,off-topic,-0.0036472471,276,"","","",""
n/a,off-topic,0.0,277,true,Negative,"",""
some,off-topic,0.0,278,true,Positive,"",""
na,na,0.0157899496,279,true,Negative,"",""
dont know,"love, right, can, long",0.1392641895,280,true,Neutral,"",""
"discreet, liners pads or underwear","fit, discreet, instead, wear",0.1451008717,281,true,Positive,"",""
The product comes as a liner,"products, product, two, always",0.1717686486,282,true,Positive,"",""
should be longer,off-topic,0.05867457,283,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,284,true,Negative,"",""
Nothing,"nothing, can, see, never",0.1159109345,285,true,Negative,"",""
Odor protection,"protection, odor, combo, comfort",0.058153938,286,true,Positive,"",""
Nothing.,"nothing, can, see, never",0.1159109345,287,true,Negative,"",""
price,"price, market, good, affordable",0.0536825625,288,true,Positive,"",""
different types available as well as discreet fit,"available, liners, underwear, pads",0.1915933721,289,true,Positive,"",""
Name brand.  Price is reasonable.,"price, market, good, affordable",0.1222453342,290,true,Positive,"",""
"offers comfort,protection, and is discreet","offers, protection, odor, absorption",0.0791563938,291,true,Positive,"",""
"thin, cheap",off-topic,0.0743253156,292,true,Positive,"",""
don't know,"love, right, can, long",0.0986575763,293,true,Neutral,"",""
Reasonably priced.,"price, market, good, affordable",0.0950827808,294,true,Positive,"",""
odor protection,"protection, odor, combo, comfort",0.058153938,295,true,Positive,"",""
none,"none, badly, cardboard, feels",0.032605048,296,true,Negative,"",""
I'm not sure.  It doesn't really sound different from other similar products like Poise and Tena.,"protection, using, types, fit",0.2501561092,297,true,Negative,"",""
"really trust this brand, and odor protection.","price, market, good, affordable",0.0879789188,298,true,Positive,"",""
Nothing that I can see vs Poise.,off-topic,0.0069552348,299,true,Negative,"",""
I have no use for this product,"products, product, two, always",0.0865697415,300,true,Negative,"",""
"Readily available when and where I shop at an acceptable price.  I buy only what and when I need for this product, not find myself saddled wigh a recurring expense I neither need, nor value!","price, market, good, affordable",0.4649500549,301,true,Positive,"",""
good for woman,"feel, already, good, make",0.1173650163,302,true,Positive,"",""
pads,"protection, using, types, fit",0.053485742,303,true,Positive,"",""
Discreet fit,"fit, discreet, instead, wear",0.1551688476,304,true,Positive,"",""
NA,na,0.0157899496,305,true,Negative,"",""
na,na,0.0157899496,306,true,Negative,"",""
not really sure,"feel, already, good, make",0.1157187525,307,true,Neutral,"",""
not at that age to use them,off-topic,0.0,308,true,Neutral,"",""
.,off-topic,0.0,309,"","","",""
nothng,off-topic,0.0,310,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,311,true,Negative,"",""
Nothing,"nothing, can, see, never",0.1159109345,312,true,Negative,"",""
ok,off-topic,0.0240235168,313,true,Neutral,"",""
Nothing,"nothing, can, see, never",0.1159109345,314,true,Negative,"",""
This brand is usually for menstrual cycle. Now their doing bladder control.,"protection, using, types, fit",0.2140973769,315,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,316,true,Negative,"",""
"The combination of absorption, comfort, odor protection AND discreet fit.","bladders, sensitive, cause, discreet",0.2503206333,317,true,Positive,"",""
none,"none, badly, cardboard, feels",0.032605048,318,true,Negative,"",""
it is not so innovative,"provide, provides, protection, information",0.0285577066,319,true,Negative,"",""
"the product is more softer than some other products, the look of the package, being a new item made by the (Always) brand,","products, product, two, always",0.2502653722,320,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,321,true,Negative,"",""
nothing innovative,"provide, provides, protection, information",0.1381522653,322,true,Negative,"",""
it is not something I would use.,"nothing, can, see, never",0.2030008473,323,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,324,true,Negative,"",""
the absorption,"bladders, sensitive, cause, discreet",0.0200521505,325,true,Positive,"",""
n/a,off-topic,0.0,326,true,Negative,"",""
"like the liners, and use them.",off-topic,0.0435272725,327,true,Positive,"",""
its an always product,"products, product, two, always",0.122489591,328,true,Positive,"",""
impressive for bladder leaks,off-topic,0.0675378954,329,true,Positive,"",""
none,"none, badly, cardboard, feels",0.032605048,330,true,Negative,"",""
That its made but a company I have always trusted with all or most of my needs,"feel, already, good, make",0.2985206575,331,true,Positive,"",""
For sensitive bladders,"bladders, sensitive, cause, discreet",0.1050011618,332,true,Positive,"",""
xxxxxxxxxxxxxxxxxxxxx,off-topic,0.0,333,"","","",""
not sure,"feel, already, good, make",0.1157187525,334,true,Neutral,"",""
nothing i don't use any three,"nothing, can, see, never",0.2007636277,335,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,336,true,Negative,"",""
?,off-topic,0.0,337,"","","",""
na,na,0.0157899496,338,true,Negative,"",""
"Fortunately, I don't suffer from incontinence, so am unaware of what is on the market.","price, market, good, affordable",0.1269035343,339,true,Neutral,"",""
nothing,"nothing, can, see, never",0.1159109345,340,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,341,true,Negative,"",""
new brand for this line of liners,"brand, store, trusted, always",0.0821913713,342,true,Positive,"",""
"sensitive, i like.","bladders, sensitive, cause, discreet",0.0853388797,343,true,Positive,"",""
discreet fit,"fit, discreet, instead, wear",0.1551688476,344,true,Positive,"",""
dont know anything about this type of product,off-topic,0.1419960395,345,true,Neutral,"",""
o,off-topic,0.0,346,"","","",""
nothing,"nothing, can, see, never",0.1159109345,347,true,Negative,"",""
Love the side pictures of other products.,"love, right, can, long",0.14146479,348,true,Negative,"",""
na,na,0.0157899496,349,true,Negative,"",""
"nothing, is not a product i need","products, product, two, always",0.1743014938,350,true,Negative,"",""
none,"none, badly, cardboard, feels",0.032605048,351,true,Negative,"",""
nothing,"nothing, can, see, never",0.1159109345,352,true,Negative,"",""
more discreet,"discreet, pantyliners, small, made",0.0680568829,353,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,354,true,Negative,"",""
"available in liners, pads and underwear","available, liners, underwear, pads",0.0893231108,355,true,Positive,"",""
They have lots of variety of products for you to select from.,"products, product, two, always",0.1173815049,356,true,Positive,"",""
Make bladder leaks feel like no big deal.,"feel, already, good, make",0.2542653471,357,true,Positive,"",""
discreet fit,"fit, discreet, instead, wear",0.1551688476,358,true,Positive,"",""
g,off-topic,0.0,359,"","","",""
Discreet fit,"fit, discreet, instead, wear",0.1551688476,360,true,Positive,"",""
No comment,"claims, gives, idea, wetness",0.1027226349,361,true,Neutral,"",""
helps control bladder leaks,off-topic,0.0985206238,362,true,Positive,"",""
nothing,"nothing, can, see, never",0.1159109345,363,true,Negative,"",""
The odor protection.  I find it hard to get a product with enough odor protection.,"feel, already, good, make",0.3721049743,364,true,Positive,"",""
