Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
Acid-free maybe,off-topic,0.2465506684,94,true,Negative,"",""
Price,off-topic,0.0779237229,95,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,96,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,97,true,Positive,"",""
not much time,off-topic,0.0,98,true,Negative,"",""
don't know,off-topic,0.1726415482,99,true,Neutral,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,100,true,Positive,"",""
Nothing,"nothing, 9, 99, bottle",0.1973714361,101,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,102,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,103,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,104,true,Positive,"",""
n/a,off-topic,0.0,105,true,Positive,"",""
don't know anything about stenciling,off-topic,0.3247126913,106,true,Neutral,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,107,true,Positive,"",""
quick dry,off-topic,0.0470521654,108,true,Negative,"",""
none,off-topic,0.0520440614,109,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,110,true,Positive,"",""
don't use,off-topic,0.0,111,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,112,true,Positive,"",""
none,off-topic,0.0520440614,113,true,Positive,"",""
?,off-topic,0.0,114,"","","",""
nothing,"nothing, 9, 99, bottle",0.1973714361,115,true,Positive,"",""
n/a,off-topic,0.0,116,true,Positive,"",""
Stencil paint,off-topic,0.0888843736,117,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,118,true,Positive,"",""
This product only comes in ten colors. Can the colors be mixed so other colors can be used?,off-topic,0.3426832075,119,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,120,true,Positive,"",""
na,off-topic,0.0202820529,121,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,122,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,123,true,Positive,"",""
pricey,off-topic,0.0,124,true,Negative,"",""
10 colors,off-topic,0.0464264628,125,true,Negative,"",""
clothing paint,off-topic,0.1208892896,126,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,127,true,Positive,"",""
nothing innovative,off-topic,0.146851399,128,true,Negative,"",""
Another craft paint.,off-topic,0.0699499213,129,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,130,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,131,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,132,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,133,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,134,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,135,true,Positive,"",""
I don't know.,off-topic,0.2441520189,136,true,Neutral,"",""
other stencil products are available.,off-topic,0.074593195,137,true,Negative,"",""
price,off-topic,0.0779237229,138,true,Negative,"",""
"Nothing, as far as I'm concerned.",off-topic,0.2262988774,139,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,140,true,Positive,"",""
n/a,off-topic,0.0,141,true,Positive,"",""
Boring,off-topic,0.1397423039,142,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,143,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,144,true,Positive,"",""
COLORS,off-topic,0.0328284667,145,true,Negative,"",""
I have a brand,off-topic,0.0718749038,146,true,Negative,"",""
I have no idea.,off-topic,0.1945387408,147,true,Neutral,"",""
Nothing comes to mind.,"nothing, 9, 99, bottle",0.3127374613,148,true,Positive,"",""
Is this seriously $9.99 a bottle?!?!?  I would never pay that!!,"nothing, 9, 99, bottle",0.5047398729,149,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,150,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,151,true,Positive,"",""
Seems similar products are available.,off-topic,0.147762691,152,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,153,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,154,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,155,true,Positive,"",""
price.,off-topic,0.0779237229,156,true,Negative,"",""
none,off-topic,0.0520440614,157,true,Positive,"",""
10 colors to choose from,off-topic,0.1353341441,158,true,Negative,"",""
can't think of anything,off-topic,0.2588906155,159,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,160,true,Positive,"",""
not sure,"nothing, 9, 99, bottle",0.1822980813,161,true,Neutral,"",""
Number of colors.,off-topic,0.0464264628,162,true,Negative,"",""
not sure,"nothing, 9, 99, bottle",0.1822980813,163,true,Neutral,"",""
Don't know.,off-topic,0.2441520189,164,true,Neutral,"",""
have no interest,off-topic,0.0407540841,165,true,Negative,"",""
fast drying,off-topic,0.0891386521,166,true,Negative,"",""
Cost,off-topic,0.0555186353,167,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,168,true,Positive,"",""
stencil paint,off-topic,0.0888843736,169,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,170,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,171,true,Positive,"",""
no opinion,off-topic,0.0510186817,172,true,Neutral,"",""
not vastly different than other products,off-topic,0.1446248786,173,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,174,true,Positive,"",""
colors,off-topic,0.0328284667,175,true,Negative,"",""
Nothing,"nothing, 9, 99, bottle",0.1973714361,176,true,Positive,"",""
ten colors,off-topic,0.0921079781,177,true,Negative,"",""
none,off-topic,0.0520440614,178,true,Positive,"",""
not certain.,off-topic,0.1002200068,179,true,Neutral,"",""
sprayer bottle,off-topic,0.1380543621,180,true,Negative,"",""
I don't know.,off-topic,0.2441520189,181,true,Neutral,"",""
Other products out there as well.,off-topic,0.0703412142,182,true,Negative,"",""
price,off-topic,0.0779237229,183,true,Negative,"",""
"Well, as a spray, I guess you can't get any perfect changes of color without them overspraying one another. I guess you could cover around what you want the color to be, but those old tie-dyed shirts are still seen on teenagers, etc.",off-topic,0.6304117985,184,true,Negative,"",""
na,off-topic,0.0202820529,185,true,Positive,"",""
na,off-topic,0.0202820529,186,true,Positive,"",""
stencil,off-topic,0.0384826456,187,true,Negative,"",""
No interest,off-topic,0.0576349784,188,true,Negative,"",""
I don't do stenciling,off-topic,0.0,189,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,190,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,191,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,192,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,193,true,Positive,"",""
don't know,off-topic,0.1726415482,194,true,Neutral,"",""
don't know,off-topic,0.1726415482,195,true,Neutral,"",""
not sure,"nothing, 9, 99, bottle",0.1822980813,196,true,Neutral,"",""
No opinion.,off-topic,0.0721513117,197,true,Neutral,"",""
Acid-free.,off-topic,0.0,198,true,Negative,"",""
It's fast drying,off-topic,0.1091721071,199,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,200,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,201,true,Positive,"",""
none,off-topic,0.0520440614,202,true,Positive,"",""
seems like other products,off-topic,0.1145982991,203,true,Negative,"",""
DK,off-topic,0.0032551762,204,true,Neutral,"",""
all of it.,off-topic,0.0,205,true,Negative,"",""
no comment,off-topic,0.105519459,206,true,Neutral,"",""
only paper or fabric,off-topic,0.061835203,207,true,Negative,"",""
no idea,off-topic,0.1375596628,208,true,Neutral,"",""
Nothing I can think of,off-topic,0.3517422212,209,true,Positive,"",""
none,off-topic,0.0520440614,210,true,Positive,"",""
Nothing.  I don't stencil.,"nothing, 9, 99, bottle",0.3464101615,211,true,Neutral,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,212,true,Positive,"",""
not sure,"nothing, 9, 99, bottle",0.1822980813,213,true,Neutral,"",""
ten pigments,off-topic,0.0895320389,214,true,Negative,"",""
don't know,off-topic,0.1726415482,215,true,Neutral,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,216,true,Positive,"",""
n/a,off-topic,0.0,217,true,Positive,"",""
no desire to use this,"nothing, 9, 99, bottle",0.220426546,218,true,Negative,"",""
ACID FREE,off-topic,0.0338740453,219,true,Negative,"",""
don't know,off-topic,0.1726415482,220,true,Neutral,"",""
Screen look,off-topic,0.1509135365,221,true,Negative,"",""
not enough colors available,off-topic,0.1350527018,222,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,223,true,Positive,"",""
there are only 10 colors,off-topic,0.0464264628,224,true,Negative,"",""
na,off-topic,0.0202820529,225,true,Positive,"",""
the price,off-topic,0.0779237229,226,true,Negative,"",""
A little pricey.,off-topic,0.2136052065,227,true,Negative,"",""
N/A,off-topic,0.0,228,true,Positive,"",""
that is spray ink,off-topic,0.0912970205,229,true,Negative,"",""
na,off-topic,0.0202820529,230,true,Positive,"",""
Nothing,"nothing, 9, 99, bottle",0.1973714361,231,true,Positive,"",""
price,off-topic,0.0779237229,232,true,Negative,"",""
not alot of color choices,off-topic,0.0500259033,233,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,234,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,235,true,Positive,"",""
n/a,off-topic,0.0,236,true,Positive,"",""
everthing,off-topic,0.0,237,true,Negative,"",""
everything,off-topic,0.1886130649,238,true,Negative,"",""
another paint for fabric,off-topic,0.0884494472,239,true,Negative,"",""
unsure,"nothing, 9, 99, bottle",0.131591194,240,true,Neutral,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,241,true,Positive,"",""
That it is fast drying,off-topic,0.1091721071,242,true,Negative,"",""
That it's a stencil.,off-topic,0.0544226793,243,true,Negative,"",""
nothing-- maybe the colors shown i hope they come in a wide variety of fashion colors rather than having to mix your own,off-topic,0.4173895731,244,true,Neutral,"",""
Nothing,"nothing, 9, 99, bottle",0.1973714361,245,true,Positive,"",""
it is a paint,off-topic,0.063384698,246,true,Negative,"",""
there are many brands of paint on the market that does the same thing,off-topic,0.1808992511,247,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,248,true,Positive,"",""
don't know,off-topic,0.1726415482,249,true,Neutral,"",""
the messy squirt bottles get paint on fingers and bottle. no flow control.,off-topic,0.3691033459,250,true,Negative,"",""
Ten pigments.,off-topic,0.0895320389,251,true,Negative,"",""
ok,off-topic,0.0368032208,252,true,Neutral,"",""
none,off-topic,0.0520440614,253,true,Positive,"",""
mmmmmmmm,off-topic,0.0,254,"","","",""
the price,off-topic,0.0779237229,255,true,Negative,"",""
The ten colors.,off-topic,0.1128087738,256,true,Negative,"",""
Only ten colors? I like options,off-topic,0.1971620953,257,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,258,true,Positive,"",""
Spray ink?  Not sure how easy it would be to use without making a mess.,off-topic,0.4837282828,259,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,260,true,Positive,"",""
more colors would be nice,off-topic,0.104967903,261,true,Negative,"",""
idk,off-topic,0.0,262,true,Neutral,"",""
l,off-topic,0.0,263,"","","",""
nothing,"nothing, 9, 99, bottle",0.1973714361,264,true,Positive,"",""
not enough color choices,off-topic,0.0956147094,265,true,Negative,"",""
I don't have a desire to use this product.,off-topic,0.1615743702,266,true,Negative,"",""
not sure,"nothing, 9, 99, bottle",0.1822980813,267,true,Neutral,"",""
fast drying,off-topic,0.0891386521,268,true,Negative,"",""
screen print look,off-topic,0.1671747778,269,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,270,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,271,true,Positive,"",""
The price! That's expensive.,off-topic,0.1777356182,272,true,Negative,"",""
It is paint,off-topic,0.0896394996,273,true,Negative,"",""
none,off-topic,0.0520440614,274,true,Positive,"",""
only ten colors,off-topic,0.0921079781,275,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,276,true,Positive,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,277,true,Positive,"",""
don't do crafts,off-topic,0.0167151658,278,true,Negative,"",""
none,off-topic,0.0520440614,279,true,Positive,"",""
nothing if you are into this type of thing,off-topic,0.0709330428,280,true,Neutral,"",""
othing,off-topic,0.0,281,true,Positive,"",""
na,off-topic,0.0202820529,282,true,Positive,"",""
norhing,off-topic,0.0,283,true,Positive,"",""
"acid-free,  heat sealed and permanent",off-topic,0.020590925,284,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,285,true,Positive,"",""
that its stencil paint,off-topic,0.0888843736,286,true,Negative,"",""
na,off-topic,0.0202820529,287,true,Positive,"",""
Heat seal,off-topic,0.0123726158,288,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,289,true,Positive,"",""
heat seal with iron,off-topic,0.0209160738,290,true,Negative,"",""
not a thing,off-topic,0.1733506188,291,true,Positive,"",""
Lack of color options,off-topic,0.0773081398,292,true,Negative,"",""
price,off-topic,0.0779237229,293,true,Negative,"",""
Would not use this product because the price is too high.,off-topic,0.1510347812,294,true,Negative,"",""
other products are on the market that are similar,off-topic,0.1163756012,295,true,Negative,"",""
price,off-topic,0.0779237229,296,true,Negative,"",""
nothing,"nothing, 9, 99, bottle",0.1973714361,297,true,Positive,"",""
