Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
xtreme clear,"goes, clear, fact, hour",0.1090419872,166,true,Positive,"",""
72 hour odor coverage,"coverage, hour, 72, goes",0.1254929992,167,true,Positive,"",""
NOTHING,"comes, nothing, mind, see",0.1034113686,168,true,Negative,"",""
that it goes on clear and has 3 day odor protection,"goes, clear, fact, hour",0.2633309815,169,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,170,true,Negative,"",""
"It's effective for 72 hours,as opposed to 24-48 with most other deodorants.","goes, clear, fact, hour",0.2070588559,171,true,Positive,"",""
that it can last for 72 hours so it seems to be very powerful,"goes, clear, fact, hour",0.229379648,172,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,173,true,Negative,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,174,true,Positive,"",""
72 hour odor coverage,"coverage, hour, 72, goes",0.1254929992,175,true,Positive,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,176,true,Positive,"",""
72 hour coverage,"coverage, hour, 72, goes",0.1059192289,177,true,Positive,"",""
n/a,off-topic,0.0,178,true,Negative,"",""
The stain protection feature,off-topic,0.0319749489,179,true,Positive,"",""
72-hour odor control.,"control, odor, hour, lasting",0.0793554313,180,true,Positive,"",""
same old stuff,"anything, think, love, husband",0.1061284286,181,true,Negative,"",""
fights stains with good protection,"without, good, go, keep",0.2177568629,182,true,Positive,"",""
it go no clear,"anything, think, love, husband",0.1345402615,183,true,Positive,"",""
No stains!,"extra, prevent, effective, body",0.0233728624,184,true,Positive,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,185,true,Positive,"",""
all,off-topic,0.0,186,true,Positive,"",""
n/a,off-topic,0.0,187,true,Negative,"",""
72 hours performance clear,off-topic,0.0650498422,188,true,Positive,"",""
from right guard brand,"guard, right, combine, technology",0.0632304871,189,true,Positive,"",""
Good for 72 hours. Great for people that don't wash.,"without, good, go, keep",0.2623329219,190,true,Positive,"",""
I do not know,"anything, think, love, husband",0.1216118482,191,true,Neutral,"",""
brand I use.,"product, products, brand, known",0.0198313914,192,true,Positive,"",""
none,none,0.031827874,193,true,Negative,"",""
stain fighting,"fighting, fight, stain, protection",0.0545470019,194,true,Positive,"",""
na,na,0.0069613149,195,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,196,true,Negative,"",""
72 HOUR PROTECTION,"hour, protection, 72, aginst",0.1391268849,197,true,Positive,"",""
n/a,off-topic,0.0,198,true,Negative,"",""
I don't like,off-topic,0.0,199,true,Negative,"",""
lasts 72 hours,"hours, lasts, 72, fights",0.1024152065,200,true,Positive,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,201,true,Positive,"",""
na,na,0.0069613149,202,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,203,true,Negative,"",""
"Clear, long lasting","goes, clear, fact, hour",0.152177478,204,true,Positive,"",""
na,na,0.0069613149,205,true,Negative,"",""
stain fighting and extra wetness protection and 72 hour order coverage,"coverage, hour, 72, goes",0.2610467236,206,true,Positive,"",""
72-hour coverage,"coverage, hour, 72, goes",0.0655348176,207,true,Positive,"",""
Powerful and 72 hr. protection.,"hr, 72, coverage, protection",0.0298948243,208,true,Positive,"",""
72 hour odor protection,"hour, protection, 72, aginst",0.1633488317,209,true,Positive,"",""
na,na,0.0069613149,210,true,Negative,"",""
72 hr coverage,"hr, 72, coverage, protection",0.0147005668,211,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,212,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,213,true,Negative,"",""
It works,"works, hours, great, good",0.0032525185,214,true,Positive,"",""
it works,"works, hours, great, good",0.0022998779,215,true,Positive,"",""
na,na,0.0069613149,216,true,Negative,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,217,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,218,true,Negative,"",""
good for 72 hours,"without, good, go, keep",0.1858497714,219,true,Positive,"",""
combats stains,"extra, prevent, effective, body",0.0410609966,220,true,Positive,"",""
qqq,off-topic,0.0,221,"","","",""
Stain fighting,"fighting, fight, stain, protection",0.0545470019,222,true,Positive,"",""
good long lasting protection,"without, good, go, keep",0.2209322149,223,true,Positive,"",""
72 hour odor protection,"hour, protection, 72, aginst",0.1633488317,224,true,Positive,"",""
stain protection,"protection, promise, lasting, stain",0.0759119341,225,true,Positive,"",""
it actually works,"works, hours, great, good",0.0022998779,226,true,Positive,"",""
provides sweat and stain protection,"provides, offers, powerful, protection",0.0889245193,227,true,Positive,"",""
72hr protection,"protection, promise, lasting, stain",0.0737333936,228,true,Positive,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,229,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,230,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,231,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,232,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,233,true,Negative,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,234,true,Positive,"",""
nothing to me,"comes, nothing, mind, see",0.1034113686,235,true,Negative,"",""
72 hour coverage,"coverage, hour, 72, goes",0.1059192289,236,true,Positive,"",""
72 hour coverage,"coverage, hour, 72, goes",0.1059192289,237,true,Positive,"",""
good coverage,"without, good, go, keep",0.1526821332,238,true,Positive,"",""
none,none,0.031827874,239,true,Negative,"",""
don't know,"anything, think, love, husband",0.0859925625,240,true,Neutral,"",""
length of odor coverage,off-topic,0.0325860328,241,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,242,true,Negative,"",""
72 hour coverage,"coverage, hour, 72, goes",0.1059192289,243,true,Positive,"",""
I have no idea. I don't use men's deodorant and my husband only uses spray deodorant.,"product, consider, people, find",0.1650580582,244,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,245,true,Negative,"",""
nothin,"anything, think, love, husband",0.0365048553,246,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,247,true,Negative,"",""
wetness protection,"protection, promise, lasting, stain",0.0737333936,248,true,Positive,"",""
Nothing comes to mind,"comes, nothing, mind, see",0.16306736,249,true,Negative,"",""
na,na,0.0069613149,250,true,Negative,"",""
that it protects for 72 hours,"hours, lasts, 72, fights",0.1137894666,251,true,Positive,"",""
"Nothing is new, here.  Claims this product makes are commonplace.","product, products, brand, known",0.173315672,252,true,Negative,"",""
na,na,0.0069613149,253,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,254,true,Negative,"",""
last 72 hours,"hours, lasts, 72, fights",0.1022017619,255,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,256,true,Negative,"",""
72 hour odor coverage,"coverage, hour, 72, goes",0.1254929992,257,true,Positive,"",""
"goes on clear, antiperspirant and deodorant","goes, clear, fact, hour",0.1952960985,258,true,Positive,"",""
stain fighting,"fighting, fight, stain, protection",0.0545470019,259,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,260,true,Negative,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,261,true,Positive,"",""
72 hr coverage,"hr, 72, coverage, protection",0.0147005668,262,true,Positive,"",""
I am always looking for a good antiperspirant,"without, good, go, keep",0.2306934577,263,true,Neutral,"",""
right guard,"guard, right, combine, technology",0.048820231,264,true,Positive,"",""
offers 72 hours protection,"provides, offers, powerful, protection",0.0923091694,265,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,266,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,267,true,Negative,"",""
stain fighting technology with extra effective wetness protection,"technology, combine, extra, fighting",0.0911241997,268,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,269,true,Negative,"",""
none,none,0.031827874,270,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,271,true,Negative,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,272,true,Positive,"",""
Stain protection and 72-hour odor coverage,"hour, protection, 72, aginst",0.152974616,273,true,Positive,"",""
"72 hour protection, goes on clear, powerful","goes, clear, fact, hour",0.2805215908,274,true,Positive,"",""
Has stain protection,"protection, promise, lasting, stain",0.092972752,275,true,Positive,"",""
stain-fighting,off-topic,0.0,276,true,Positive,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,277,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,278,true,Negative,"",""
has a long lasting odor protection with wetness control,"control, odor, hour, lasting",0.1316950105,279,true,Positive,"",""
the dryness it gives,"product, consider, people, find",0.0912913829,280,true,Positive,"",""
na,na,0.0069613149,281,true,Negative,"",""
Stain fighting& 72 hour protection,"fighting, fight, stain, protection",0.1930349065,282,true,Positive,"",""
72 hr coverage,"hr, 72, coverage, protection",0.0147005668,283,true,Positive,"",""
72hr odor coverage,"coverage, hour, 72, goes",0.0846302995,284,true,Positive,"",""
72 hour odor coverage,"coverage, hour, 72, goes",0.1254929992,285,true,Positive,"",""
72 hr. odor coverage,"hr, 72, coverage, protection",0.0177041525,286,true,Positive,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,287,true,Positive,"",""
na,na,0.0069613149,288,true,Negative,"",""
na,na,0.0069613149,289,true,Negative,"",""
72 hour odor protection,"hour, protection, 72, aginst",0.1633488317,290,true,Positive,"",""
na,na,0.0069613149,291,true,Negative,"",""
72 hour coverage and is stain fighting,"coverage, hour, 72, goes",0.1605399108,292,true,Positive,"",""
na,na,0.0069613149,293,true,Negative,"",""
?,off-topic,0.0,294,"","","",""
nothing,"comes, nothing, mind, see",0.1034113686,295,true,Negative,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,296,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,297,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,298,true,Negative,"",""
goes on clear,"goes, clear, fact, hour",0.1378318827,299,true,Positive,"",""
no comment,off-topic,0.0748199149,300,true,Neutral,"",""
that protect the person for 72 hours,"goes, clear, fact, hour",0.1852042216,301,true,Positive,"",""
"72 hour odor coverage is a long time.  Also, stain fighting protection is something other deodorants don't claim","without, good, go, keep",0.4365788253,302,true,Positive,"",""
Stain fighting,"fighting, fight, stain, protection",0.0545470019,303,true,Positive,"",""
Not sure.,"anything, think, love, husband",0.1462051528,304,true,Neutral,"",""
don't know,"anything, think, love, husband",0.0859925625,305,true,Neutral,"",""
not for me,off-topic,0.0,306,true,Negative,"",""
none,none,0.031827874,307,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,308,true,Negative,"",""
I would say the fact it has 72 hour protection.,"without, good, go, keep",0.284917782,309,true,Positive,"",""
72 hour coverage,"coverage, hour, 72, goes",0.1059192289,310,true,Positive,"",""
Says that it fights stains,"without, good, go, keep",0.154492072,311,true,Positive,"",""
It has yogurt in it.,"product, products, brand, known",0.0124261986,312,"","","",""
nothing i would buy or use,"product, products, brand, known",0.1328839966,313,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,314,true,Negative,"",""
72 HOUR ODOR COVERAGE,"coverage, hour, 72, goes",0.1254929992,315,true,Positive,"",""
better protection and lasts longer,"goes, clear, fact, hour",0.1935712637,316,true,Positive,"",""
na,na,0.0069613149,317,true,Negative,"",""
none,none,0.031827874,318,true,Negative,"",""
stain protection,"protection, promise, lasting, stain",0.0759119341,319,true,Positive,"",""
It has stain fighting.,"fighting, fight, stain, protection",0.0668061609,320,true,Positive,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,321,true,Positive,"",""
lasts longer then other products,"product, products, brand, known",0.0363439226,322,true,Positive,"",""
it is clear,"goes, clear, fact, hour",0.0833084023,323,true,Positive,"",""
not certain,"extra, prevent, effective, body",0.0669032357,324,true,Neutral,"",""
72 hr coverage,"hr, 72, coverage, protection",0.0147005668,325,true,Positive,"",""
72 hours?,"hours, lasts, 72, fights",0.0834473892,326,true,Positive,"",""
72 hour odor coverage if for real,off-topic,0.1073189702,327,true,Positive,"",""
If it works as advertise it sounds like a great product.,"works, hours, great, good",0.029340387,328,true,Positive,"",""
there's nothing innovative,off-topic,0.1030237186,329,true,Negative,"",""
It works,"works, hours, great, good",0.0032525185,330,true,Positive,"",""
72 hours of odor control,"control, odor, hour, lasting",0.1190256414,331,true,Positive,"",""
na,na,0.0069613149,332,true,Negative,"",""
The stain protection promise.,"protection, promise, lasting, stain",0.1857950446,333,true,Positive,"",""
stain fighting,"fighting, fight, stain, protection",0.0545470019,334,true,Positive,"",""
NA,na,0.0069613149,335,true,Negative,"",""
NONE,none,0.031827874,336,true,Negative,"",""
This is a product I could use and try,"product, products, brand, known",0.0794434508,337,true,Positive,"",""
clear application,off-topic,0.0302821606,338,true,Positive,"",""
72 hour protection,"hour, protection, 72, aginst",0.1391268849,339,true,Positive,"",""
n/a,off-topic,0.0,340,true,Negative,"",""
Right Guard Xtreme Clear Antiperspirant & Deodorant provides powerful sweat & stain protection.,"guard, right, combine, technology",0.2178060856,341,true,Positive,"",""
72 hours,"hours, lasts, 72, fights",0.0834473892,342,true,Positive,"",""
71-hour odor coverage,"coverage, hour, 72, goes",0.0846302995,343,true,Positive,"",""
alleged 72 hour coverage,"coverage, hour, 72, goes",0.1505477486,344,true,Positive,"",""
none,none,0.031827874,345,true,Negative,"",""
"stain fighting technology, effective wetness protection and lasts 72 hours","technology, combine, extra, fighting",0.1258495935,346,true,Positive,"",""
extra effective wetness protection,"extra, prevent, effective, body",0.1404231968,347,true,Positive,"",""
same old stuff just using a new name,"product, consider, people, find",0.126513782,348,true,Negative,"",""
goes on clear,"goes, clear, fact, hour",0.1378318827,349,true,Positive,"",""
none,none,0.031827874,350,true,Negative,"",""
Nothing,"comes, nothing, mind, see",0.1034113686,351,true,Negative,"",""
unknown,off-topic,0.0208975058,352,true,Negative,"",""
72 hour hold,off-topic,0.1156011581,353,true,Positive,"",""
n/a,off-topic,0.0,354,true,Negative,"",""
geez,off-topic,0.0,355,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,356,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,357,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,358,true,Negative,"",""
I like the 72 hour protection it has and that it goes on clear,"goes, clear, fact, hour",0.305366249,359,true,Positive,"",""
It goes on clear and protects from wetness.,"goes, clear, fact, hour",0.225303926,360,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,361,true,Negative,"",""
72 hour odor control,"control, odor, hour, lasting",0.1133719527,362,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,363,true,Negative,"",""
stain fighting technology,"technology, combine, extra, fighting",0.0273266885,364,true,Positive,"",""
nothing,"comes, nothing, mind, see",0.1034113686,365,true,Negative,"",""
nothing,"comes, nothing, mind, see",0.1034113686,366,true,Negative,"",""
The stain fighting technology.,"technology, combine, extra, fighting",0.0315541419,367,true,Positive,"",""
