Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
the scent,"scent, leaves, packed, shape",0.0754600555,31,true,Positive,"",""
"The use of yogurt, vanilla and honey","food, honey, vanilla, items",0.2480847891,32,true,Positive,"",""
N/A,off-topic,0.0,33,true,Negative,"",""
I love dial product,"love, cant, say, know",0.1448083584,34,true,Positive,"",""
Yogurt being used to bathe with.,"food, honey, vanilla, items",0.1832853797,35,true,Positive,"",""
"Is great product for the skin to retain moisture, it refresh and stays healthy for the price is great.","products, product, food, great",0.3239867193,36,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,37,true,Positive,"",""
using greek yogurt in a body wash,"greek, dial, yogurt, interest",0.1861310975,38,true,Positive,"",""
Must be very moisturizing. I have never heard of body lotion with yogurt in it before.,"never, think, kind, look",0.320622805,39,true,Positive,"",""
I don't know.,"love, cant, say, know",0.1411237212,40,true,Neutral,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,41,true,Positive,"",""
different,"using, different, foo, hype",0.0972650229,42,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,43,true,Negative,"",""
nothing except comparing the product to the benefits of yogurt.,"products, product, food, great",0.2171756794,44,true,Negative,"",""
none,none,0.0316011913,45,true,Negative,"",""
contents,off-topic,0.0241996669,46,true,Positive,"",""
the new ingriedients and fragrence,off-topic,0.0,47,true,Positive,"",""
greek yougurt body wash,"greek, dial, yogurt, interest",0.1436296062,48,true,Positive,"",""
looks like a deodorant container-poor packaging,"find, soap, looks, cleans",0.2959209387,49,true,Negative,"",""
zzzzzzzzzzzzzzzzzzzzzzzzzzzzz,off-topic,0.0,50,true,Negative,"",""
"In my opinion, the protein packed yogurt.","protein, natural, times, ultra-hydrating",0.086791337,51,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,52,true,Negative,"",""
Greek Yogurt,"greek, dial, yogurt, interest",0.0801681108,53,true,Positive,"",""
made with yogurt,"food, honey, vanilla, items",0.1487178651,54,true,Positive,"",""
using yogurt in a body wash,"using, different, foo, hype",0.1667230942,55,true,Positive,"",""
Protein nourishment body wash,"protein, natural, times, ultra-hydrating",0.1036067967,56,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,57,true,Negative,"",""
yogurt - wash with yogurt??,"washing, yogurt, 30, 5w",0.1956037135,58,true,Neutral,"",""
protein nourishment,"protein, natural, times, ultra-hydrating",0.0442729747,59,true,Positive,"",""
i don't know i'm allergic to dial,"love, cant, say, know",0.1963805835,60,true,Negative,"",""
Nothing,"mind, comes, nothing, see",0.1169143182,61,true,Negative,"",""
Yogurt in a body wash,"body, anyway, wash, better",0.163013026,62,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,63,true,Negative,"",""
"with greek yogurt vanilla honey, it sounds like it should be on the edibles shelf","greek, dial, yogurt, interest",0.1984809107,64,true,Negative,"",""
everything,"love, cant, say, know",0.1144938266,65,true,Positive,"",""
The yodurt factor,off-topic,0.0346294754,66,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,67,true,Negative,"",""
keeps skin healthy,"helps, skin, moisture, retain",0.2064792138,68,true,Positive,"",""
Yogurt content,off-topic,0.0422091189,69,true,Positive,"",""
the yogurt,"food, honey, vanilla, items",0.1051594109,70,true,Positive,"",""
It's a body wash with yogurt.,"body, anyway, wash, better",0.1882312289,71,true,Positive,"",""
nothing.,"mind, comes, nothing, see",0.1169143182,72,true,Negative,"",""
sounds like it would be a great product,"products, product, food, great",0.1430905512,73,true,Positive,"",""
huh,off-topic,0.032327745,74,true,Negative,"",""
hydrates skin while washing skin,"helps, skin, moisture, retain",0.2137828228,75,true,Positive,"",""
lasting refreshment for your skin to stay healthy,"keep, skin, combines, softer",0.2887674519,76,true,Positive,"",""
Greek yogurt? in soap?,"greek, dial, yogurt, interest",0.0978015828,77,true,Neutral,"",""
Sounds like it has yogurt in it,off-topic,0.0812329339,78,true,Positive,"",""
Has two times the protein nourishment of yogurt,"protein, natural, times, ultra-hydrating",0.078826415,79,true,Positive,"",""
yougart??,off-topic,0.0,80,true,Negative,"",""
fghcgnb,off-topic,0.0,81,"","","",""
to much,off-topic,0.0,82,true,Negative,"",""
Adding yogurt to soap,off-topic,0.06478052,83,true,Positive,"",""
don't use,off-topic,0.0,84,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,85,true,Negative,"",""
2 times the protein nourishment of ordinary yogurt,"protein, natural, times, ultra-hydrating",0.0928670279,86,true,Positive,"",""
The yogurt,"food, honey, vanilla, items",0.1487178651,87,true,Positive,"",""
none,none,0.0316011913,88,true,Negative,"",""
None,none,0.0316011913,89,true,Negative,"",""
I like the fact that it has Greek yogurt in it.,"greek, dial, yogurt, interest",0.1552714762,90,true,Positive,"",""
Not much,off-topic,0.0,91,true,Negative,"",""
Nothing,"mind, comes, nothing, see",0.1169143182,92,true,Negative,"",""
protein packed yogurt,"protein, natural, times, ultra-hydrating",0.0581044827,93,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,94,true,Negative,"",""
that it has greek yogurt in it,"greek, dial, yogurt, interest",0.0801681108,95,true,Positive,"",""
Yogurt?,"food, honey, vanilla, items",0.1051594109,96,true,Positive,"",""
na,na,0.0361956752,97,true,Negative,"",""
protein for  hydration,"protein, natural, times, ultra-hydrating",0.0454677363,98,true,Positive,"",""
Nothing,"mind, comes, nothing, see",0.1169143182,99,true,Negative,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,100,true,Positive,"",""
It's made with yogurt.,"food, honey, vanilla, items",0.1821414426,101,true,Positive,"",""
using yogurt and proteins,"protein, natural, times, ultra-hydrating",0.091742377,102,true,Positive,"",""
Helps alleviate the Greek Yogurt surplus,"greek, dial, yogurt, interest",0.1433745179,103,true,Positive,"",""
a yogurt vanilla honey body wash.  Wow I can wash myself and eat at the same time.,"body, anyway, wash, better",0.4352735937,104,true,Negative,"",""
dont know,"love, cant, say, know",0.1411039462,105,true,Neutral,"",""
smells like food!!,"food, honey, vanilla, items",0.1809403558,106,true,Negative,"",""
Yogurt to soften skin,"helps, skin, moisture, retain",0.185963226,107,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,108,true,Positive,"",""
more natural,"natural, moisture, retain, conditions",0.0263174487,109,true,Positive,"",""
I actually found the fact that it had yogurt in it to be very distasteful to me,"never, think, kind, look",0.2248151551,110,true,Negative,"",""
Don't know,"love, cant, say, know",0.1411237212,111,true,Neutral,"",""
price & produce,"price, value, brand, trust",0.1478994395,112,true,Positive,"",""
Greek yogurt body wash.,"greek, dial, yogurt, interest",0.1447465477,113,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,114,true,Negative,"",""
made with yogurt,"food, honey, vanilla, items",0.1487178651,115,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,116,true,Positive,"",""
THE ADDED YOGURT IN THE PRODUCT,"products, product, food, great",0.1534569276,117,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,118,true,Positive,"",""
I don't find anything innovative,"find, soap, looks, cleans",0.2188214088,119,true,Negative,"",""
For yogurt to wash with? BLAH,"want, flavor, crap, eat",0.232017649,120,true,Negative,"",""
na,na,0.0361956752,121,true,Negative,"",""
That it contains yogurt to help soften your skin,"contains, yogurt, claim, improve",0.1995649106,122,true,Positive,"",""
not surew id use it,off-topic,-0.0092668112,123,true,Negative,"",""
I guess the intergration of the yogurt into the product to give the skin a soft  feel .,"products, product, food, great",0.4410610135,124,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,125,true,Negative,"",""
Leave skin soft smell good,"keep, skin, combines, softer",0.3347707313,126,true,Positive,"",""
does it actually rinse off?,"washing, yogurt, 30, 5w",0.0858681791,127,true,Negative,"",""
na,na,0.0361956752,128,true,Negative,"",""
The protein packed yogurt,"protein, natural, times, ultra-hydrating",0.0670932774,129,true,Positive,"",""
I like dial products,"products, product, food, great",0.1059747053,130,true,Positive,"",""
Yogurt in body wash,"body, anyway, wash, better",0.163013026,131,true,Positive,"",""
nourishing,"keep, skin, combines, softer",0.1097266603,132,true,Positive,"",""
"I am apparently the only person in the United States who has no interest in Greek yogurt, so I can think of nothing relevant to say....","greek, dial, yogurt, interest",0.3948627564,133,true,Negative,"",""
yogurt -in a body wash!,"body, anyway, wash, better",0.163013026,134,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,135,true,Negative,"",""
yogurt wash?,"washing, yogurt, 30, 5w",0.147409435,136,true,Positive,"",""
yogurt and vanilla honey,"food, honey, vanilla, items",0.1921656513,137,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,138,true,Positive,"",""
na,na,0.0361956752,139,true,Negative,"",""
it makes ur skin soft,"keep, skin, combines, softer",0.2851956796,140,true,Positive,"",""
vanilla honey,"food, honey, vanilla, items",0.1546526614,141,true,Positive,"",""
"With two times the protein nourishment of ordinary yogurt, this ultra-hydrating body wash conditions skin to help it retain natural moisture.","protein, natural, times, ultra-hydrating",0.368511018,142,true,Positive,"",""
yogurt and honey,"food, honey, vanilla, items",0.1686959487,143,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,144,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,145,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,146,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,147,true,Positive,"",""
?,off-topic,0.0,148,"","","",""
N/A.,off-topic,0.0,149,true,Negative,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,150,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,151,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,152,true,Negative,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,153,true,Positive,"",""
not sure,"never, think, kind, look",0.1121440638,154,true,Neutral,"",""
don't know,"love, cant, say, know",0.0997895403,155,true,Neutral,"",""
NOTHING,"mind, comes, nothing, see",0.1169143182,156,true,Negative,"",""
provides more nourishment for your body than most brands,"products, product, food, great",0.1399747029,157,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,158,true,Negative,"",""
nothing in particular,"using, different, foo, hype",0.1139050201,159,true,Negative,"",""
greek yogurt,"greek, dial, yogurt, interest",0.0801681108,160,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,161,true,Negative,"",""
the addition of Greek yoguty,"greek, dial, yogurt, interest",0.110442639,162,true,Positive,"",""
na,na,0.0361956752,163,true,Negative,"",""
don't know,"love, cant, say, know",0.0997895403,164,true,Neutral,"",""
moisture,"washing, yogurt, 30, 5w",0.0655933163,165,true,Positive,"",""
soft skin,"helps, skin, moisture, retain",0.1594896678,166,true,Positive,"",""
the ingrediants.,off-topic,0.0,167,true,Positive,"",""
"do not know,  do not use body washes","body, anyway, wash, better",0.2545719044,168,true,Negative,"",""
using a food product in a product that is not meant to be eaten and selling it as a benefit,"products, product, food, great",0.3123417623,169,true,Negative,"",""
Yoghurt as a skin hydrator,"helps, skin, moisture, retain",0.1816418896,170,true,Positive,"",""
"It's loaded with more nourishment,than most products on the market. It helps keep skin hydrated,and holds in moisture.","products, product, food, great",0.2834905489,171,true,Positive,"",""
i have no idea,"never, think, kind, look",0.0777510539,172,true,Negative,"",""
made with greek yogurt,"greek, dial, yogurt, interest",0.0981854825,173,true,Positive,"",""
retains natural moisture,"natural, moisture, retain, conditions",0.0570359188,174,true,Positive,"",""
protein packed yogurt for deliciously soft skin,"protein, natural, times, ultra-hydrating",0.1348920268,175,true,Positive,"",""
Moistures skin,"helps, skin, moisture, retain",0.1425111237,176,true,Positive,"",""
the ingredients which are natural and the effect they would have,"natural, moisture, retain, conditions",0.1271707559,177,true,Positive,"",""
n/a,off-topic,0.0,178,true,Negative,"",""
don't know,"love, cant, say, know",0.0997895403,179,true,Neutral,"",""
Two times the protein nourishment.,"protein, natural, times, ultra-hydrating",0.0626114413,180,true,Positive,"",""
something to sell,"never, think, kind, look",0.1745403142,181,true,Negative,"",""
Using yogurt for soft skin,"using, different, foo, hype",0.1810499492,182,true,Positive,"",""
skin need to stay healty,"never, think, kind, look",0.2574696235,183,true,Positive,"",""
Yogurt in the mix,off-topic,0.0514390582,184,true,Positive,"",""
nurish,off-topic,0.0,185,true,Positive,"",""
nothing allergic to yougart,"keep, skin, combines, softer",0.2477413851,186,true,Negative,"",""
n/a,off-topic,0.0,187,true,Negative,"",""
yogurt hydrating,"food, honey, vanilla, items",0.1487178651,188,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,189,true,Negative,"",""
Yogurt as a body wash.,"body, anyway, wash, better",0.163013026,190,true,Positive,"",""
I do not use body wash products,"products, product, food, great",0.1714996318,191,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,192,true,Negative,"",""
softer skin,"helps, skin, moisture, retain",0.1485753215,193,true,Positive,"",""
that it contains yogurt,"contains, yogurt, claim, improve",0.041629779,194,true,Positive,"",""
na,na,0.0361956752,195,true,Negative,"",""
packaging,"products, product, food, great",0.0795848929,196,true,Negative,"",""
YOGURT,"food, honey, vanilla, items",0.1051594109,197,true,Positive,"",""
n/a,off-topic,0.0,198,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,199,true,Negative,"",""
uses yogurt,"using, different, foo, hype",0.1072039115,200,true,Positive,"",""
the yogurt,"food, honey, vanilla, items",0.1051594109,201,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,202,true,Positive,"",""
Nothing,"mind, comes, nothing, see",0.1169143182,203,true,Negative,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,204,true,Positive,"",""
na,na,0.0361956752,205,true,Negative,"",""
protein moisture and helps to retain said moisture,"protein, natural, times, ultra-hydrating",0.2273233651,206,true,Positive,"",""
Yogurt for hydration,"washing, yogurt, 30, 5w",0.1236054458,207,true,Positive,"",""
I believe it is stronger than regular stuff,off-topic,0.1260812766,208,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,209,true,Positive,"",""
na,na,0.0361956752,210,true,Negative,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,211,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,212,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,213,true,Negative,"",""
Never used it,"mind, comes, nothing, see",0.1382197919,214,true,Neutral,"",""
a new body wash,"body, anyway, wash, better",0.1582140821,215,true,Positive,"",""
na,na,0.0361956752,216,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,217,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,218,true,Negative,"",""
new time of scent with extra hydration,off-topic,0.1491608469,219,true,Positive,"",""
"Nothing, the product description grosses me out.",off-topic,0.0895473971,220,true,Negative,"",""
aaa,off-topic,-0.000247607,221,"","","",""
Vanilla yogurt,"food, honey, vanilla, items",0.1131811384,222,true,Positive,"",""
good natural things in it,"natural, moisture, retain, conditions",0.1635756285,223,true,Positive,"",""
has Greek yogurt,"greek, dial, yogurt, interest",0.0801681108,224,true,Positive,"",""
supposedly uses greek yogurt,"greek, dial, yogurt, interest",0.1453847772,225,true,Neutral,"",""
yogurt honey,"food, honey, vanilla, items",0.1686959487,226,true,Positive,"",""
use of yogurt in body wash,"body, anyway, wash, better",0.1882312289,227,true,Positive,"",""
"Nope, wouldn't purchase anything with yogurt in product","products, product, food, great",0.1950272169,228,true,Negative,"",""
the use of greek yogurt in a body wash product,"greek, dial, yogurt, interest",0.2103590789,229,true,Positive,"",""
Yogurt for a body wash?,"body, anyway, wash, better",0.163013026,230,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,231,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,232,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,233,true,Negative,"",""
nothing comes to mind,"mind, comes, nothing, see",0.2157799365,234,true,Negative,"",""
interesting,"find, soap, looks, cleans",0.0845995002,235,true,Positive,"",""
"yogurt body wash,, never heard of before","never, think, kind, look",0.2641768909,236,true,Neutral,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,237,true,Positive,"",""
good for skin,"keep, skin, combines, softer",0.2083387109,238,true,Positive,"",""
hydrating,off-topic,0.0,239,true,Positive,"",""
don't know,"love, cant, say, know",0.0997895403,240,true,Neutral,"",""
combining current popularity of greek yogurt with body wash,"greek, dial, yogurt, interest",0.1890055047,241,true,Positive,"",""
yogurt?,"food, honey, vanilla, items",0.1051594109,242,true,Neutral,"",""
nothing,"mind, comes, nothing, see",0.1169143182,243,true,Negative,"",""
"Well, I don't use body wash, but I assume the innovative part is the moisturizing.","body, anyway, wash, better",0.3082608187,244,true,Neutral,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,245,true,Positive,"",""
nothin,"love, cant, say, know",0.05236131,246,true,Negative,"",""
yogurt in body wash...what next,off-topic,0.1690812629,247,true,Neutral,"",""
greek yougurt,"greek, dial, yogurt, interest",0.0793159115,248,true,Positive,"",""
Nothing comes to mind,"mind, comes, nothing, see",0.2157799365,249,true,Negative,"",""
na,na,0.0361956752,250,true,Negative,"",""
that it retain moisture,"washing, yogurt, 30, 5w",0.1104664749,251,true,Positive,"",""
Greek yogurt in a body wash is quite novel.  It kind of opens doors to some fun with your significant other perhaps 'tasting it' off of your body.  Hmmm...,off-topic,0.2982587761,252,true,Positive,"",""
na,na,0.0361956752,253,true,Negative,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,254,true,Positive,"",""
the extra protein,"protein, natural, times, ultra-hydrating",0.0535485583,255,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,256,true,Negative,"",""
ordinary yogurt...?,off-topic,0.1030386756,257,true,Neutral,"",""
"two times the protein nourishment, ulta- hydrating","protein, natural, times, ultra-hydrating",0.0766830416,258,true,Positive,"",""
hydrating,off-topic,0.0,259,true,Positive,"",""
sounds like sunday shop,off-topic,0.0968578632,260,true,Negative,"",""
Nothing,"mind, comes, nothing, see",0.1169143182,261,true,Negative,"",""
same as other things on the market,"price, value, brand, trust",0.1014725502,262,true,Negative,"",""
This should be a decent product,"products, product, food, great",0.114240954,263,true,Neutral,"",""
dial,off-topic,0.0126015996,264,true,Positive,"",""
it is made to yogurt that would make the skin softer,"keep, skin, combines, softer",0.311040231,265,true,Positive,"",""
i tried this product and was not impressed.,"products, product, food, great",0.145740495,266,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,267,true,Negative,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,268,true,Positive,"",""
It has vanilla & honey in it,"food, honey, vanilla, items",0.1821507136,269,true,Positive,"",""
none,none,0.0316011913,270,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,271,true,Negative,"",""
It would be great on my skin,"helps, skin, moisture, retain",0.1745397679,272,true,Positive,"",""
Contains yogurt.,"contains, yogurt, claim, improve",0.041629779,273,true,Positive,"",""
"hydrating, protein, natural moisture","protein, natural, times, ultra-hydrating",0.086220411,274,true,Positive,"",""
Has yogurt in it,"food, honey, vanilla, items",0.1487178651,275,true,Positive,"",""
the pitch,off-topic,0.0192250499,276,true,Negative,"",""
made with yogurt,"food, honey, vanilla, items",0.1487178651,277,true,Positive,"",""
it has yogurt in it to help moisturize skin,"keep, skin, combines, softer",0.2392921275,278,true,Positive,"",""
would help to retain moisture in skin,"keep, skin, combines, softer",0.2454586197,279,true,Positive,"",""
not sure,"never, think, kind, look",0.1121440638,280,true,Neutral,"",""
na,na,0.0361956752,281,true,Negative,"",""
It sounds like a  salad.,off-topic,0.1748234261,282,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,283,true,Negative,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,284,true,Positive,"",""
Yogurt,"food, honey, vanilla, items",0.1051594109,285,true,Positive,"",""
protein yogurt,"protein, natural, times, ultra-hydrating",0.0448357984,286,true,Positive,"",""
uses yogurt,"using, different, foo, hype",0.1072039115,287,true,Positive,"",""
na,na,0.0361956752,288,true,Negative,"",""
na,na,0.0361956752,289,true,Negative,"",""
yogurt ingredient,"food, honey, vanilla, items",0.1542177241,290,true,Positive,"",""
na,na,0.0361956752,291,true,Negative,"",""
It contains yogurt.,"contains, yogurt, claim, improve",0.0509858583,292,true,Positive,"",""
na,na,0.0361956752,293,true,Negative,"",""
?,off-topic,0.0,294,"","","",""
nothing,"mind, comes, nothing, see",0.1169143182,295,true,Negative,"",""
protein yogurt and Vanilla Honey,"protein, natural, times, ultra-hydrating",0.0827508486,296,true,Positive,"",""
"I like the vanilla, honey greek yogurt thing, sounds natural","greek, dial, yogurt, interest",0.2476887499,297,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,298,true,Negative,"",""
ultra-hydrating body wash,"body, anyway, wash, better",0.1582140821,299,true,Positive,"",""
the vanilla smell,"food, honey, vanilla, items",0.1637872278,300,true,Positive,"",""
"all the food Vanilla,honey etc.","food, honey, vanilla, items",0.2264465701,301,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,302,true,Positive,"",""
Washing with yogurt....why would anyone want to smear yogurt on their body?????,"never, think, kind, look",0.3599692239,303,true,Negative,"",""
not sure.,"never, think, kind, look",0.1121440638,304,true,Neutral,"",""
don't know,"love, cant, say, know",0.0997895403,305,true,Neutral,"",""
too expensive,off-topic,0.0716845759,306,true,Negative,"",""
none,none,0.0316011913,307,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,308,true,Negative,"",""
It contains items not found in other skin care products. Items such as Greek yogurt. They make this product completely different from other skin care products.,"products, product, food, great",0.4013711257,309,true,Positive,"",""
conditions skin,"helps, skin, moisture, retain",0.133271283,310,true,Positive,"",""
Yogurt,"food, honey, vanilla, items",0.1051594109,311,true,Positive,"",""
That it has yogurt in it.,"food, honey, vanilla, items",0.1487178651,312,true,Positive,"",""
"the brand name says it all, great product,for my very dry skin problem","products, product, food, great",0.3255012801,313,true,Positive,"",""
made with yogurt,"food, honey, vanilla, items",0.1487178651,314,true,Positive,"",""
INGREDIENTS,"food, honey, vanilla, items",0.1047073501,315,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,316,true,Negative,"",""
na,na,0.0361956752,317,true,Negative,"",""
I don't use body wash,"body, anyway, wash, better",0.1826898857,318,true,Negative,"",""
nothing,"mind, comes, nothing, see",0.1169143182,319,true,Negative,"",""
It has natural moisturizer,"natural, moisture, retain, conditions",0.0455831583,320,true,Positive,"",""
using yogurt to clean,"using, different, foo, hype",0.0920060746,321,true,Positive,"",""
packed with yougart,"scent, leaves, packed, shape",0.1223016459,322,true,Positive,"",""
yogurt body wash,"body, anyway, wash, better",0.163013026,323,true,Positive,"",""
that you are washing with edibles!!,"washing, yogurt, 30, 5w",0.1573050636,324,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,325,true,Positive,"",""
vanilla honey,"food, honey, vanilla, items",0.1546526614,326,true,Positive,"",""
greek yogurt,"greek, dial, yogurt, interest",0.0801681108,327,true,Positive,"",""
Don't know as my household doesn't use body washes.,off-topic,0.1097695896,328,true,Neutral,"",""
the idea to spread food on your body,"keep, skin, combines, softer",0.2319871075,329,true,Positive,"",""
nothing,"mind, comes, nothing, see",0.1169143182,330,true,Negative,"",""
Adding smoothie scents to the body wash,"body, anyway, wash, better",0.2498082997,331,true,Positive,"",""
na,na,0.0361956752,332,true,Negative,"",""
The use of yogurt,"food, honey, vanilla, items",0.1821414426,333,true,Positive,"",""
Yogurt in soap while I don't find it appealing some people may,"find, soap, looks, cleans",0.2374312664,334,true,Mixed,"",""
NA,na,0.0361956752,335,true,Negative,"",""
GOOD FLAVOR,"want, flavor, crap, eat",0.2017845746,336,true,Positive,"",""
Yogurt????? Why?????,"love, cant, say, know",0.1617201632,337,true,Negative,"",""
marketing,"products, product, food, great",0.0410643364,338,true,Negative,"",""
The use of yogurt,"food, honey, vanilla, items",0.1821414426,339,true,Positive,"",""
n/a,off-topic,0.0,340,true,Negative,"",""
Dial Greek Yogurt Vanilla Honey Body Wash with protein packed yogurt for deliciously soft skin.,"greek, dial, yogurt, interest",0.3366435927,341,true,Positive,"",""
using yohurt,"using, different, foo, hype",0.0675352234,342,true,Positive,"",""
yogurt protein,"protein, natural, times, ultra-hydrating",0.0448357984,343,true,Positive,"",""
yogurt,"food, honey, vanilla, items",0.1051594109,344,true,Positive,"",""
none,none,0.0316011913,345,true,Negative,"",""
a body ash packed with yogurt for soft skin,"body, anyway, wash, better",0.2770970979,346,true,Positive,"",""
honey and yogurt combo,"want, flavor, crap, eat",0.1772517663,347,true,Positive,"",""
the idea of putting yogurt and honey on your skin,"keep, skin, combines, softer",0.3263921461,348,true,Positive,"",""
having yogurt in the ingredients,"food, honey, vanilla, items",0.1482782662,349,true,Positive,"",""
yogurt honey,"food, honey, vanilla, items",0.1686959487,350,true,Positive,"",""
Nothing,"mind, comes, nothing, see",0.1169143182,351,true,Negative,"",""
it claims to have yogurt in it,off-topic,0.0997984351,352,true,Positive,"",""
greek yogurt honey body wash,"greek, dial, yogurt, interest",0.1716658083,353,true,Positive,"",""
n/a,off-topic,0.0,354,true,Negative,"",""
