Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
pricw,off-topic,0.0,39,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,40,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,41,true,Positive,"",""
it's a rewording of other products made by the same company,"packaging, products, product, available",0.079417633,42,true,Negative,"",""
none,"none, pagage",0.0768175156,43,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,44,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,45,true,Positive,"",""
it is plain looking,off-topic,0.1711375039,46,true,Negative,"",""
zzzzzzzzzzzzzzzzzzzzz,off-topic,0.0,47,true,Negative,"",""
Nothing that I can think of.,"know, everything, can, think",0.4549463123,48,true,Positive,"",""
going on clear,"clear, goes, going, 72",0.3279525714,49,true,Negative,"",""
Clear,off-topic,0.1657043473,50,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,51,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,52,true,Positive,"",""
Goes on clear,"clear, goes, going, 72",0.3144503916,53,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,54,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,55,true,Negative,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,56,true,Negative,"",""
aluminum,off-topic,0.0104708618,57,true,Negative,"",""
Nothing,"nothing, just, another, anouther",0.2635555009,58,true,Positive,"",""
many types of antiperspirants out there,off-topic,0.0953659728,59,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,60,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,61,true,Positive,"",""
everything,"know, everything, can, think",0.2461314694,62,true,Negative,"",""
clear,off-topic,0.1657043473,63,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,64,true,Positive,"",""
price is too high,off-topic,0.1172708828,65,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,66,true,Positive,"",""
none,"none, pagage",0.0768175156,67,true,Positive,"",""
Nothing.,"nothing, just, another, anouther",0.2635555009,68,true,Positive,"",""
nothing.,"nothing, just, another, anouther",0.2635555009,69,true,Positive,"",""
right guard,off-topic,0.09208038,70,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,71,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,72,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,73,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,74,true,Negative,"",""
It is clear,off-topic,0.2343413353,75,true,Negative,"",""
other products with the same claim that are cheaper,"packaging, products, product, available",0.1204815785,76,true,Negative,"",""
hsgfcgn,off-topic,0.0,77,"","","",""
nohting,off-topic,0.0,78,true,Positive,"",""
No Comment,off-topic,0.191838105,79,true,Neutral,"",""
don't use,off-topic,0.0,80,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,81,true,Positive,"",""
not sure,off-topic,0.2438284027,82,true,Neutral,"",""
It's still just deodorant.,off-topic,0.1445944987,83,true,Negative,"",""
none,"none, pagage",0.0768175156,84,true,Positive,"",""
There are better brans with a description very alike,off-topic,0.1345055156,85,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,86,true,Positive,"",""
Don't know,"know, everything, can, think",0.3169656009,87,true,Neutral,"",""
Nothing,"nothing, just, another, anouther",0.2635555009,88,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,89,true,Positive,"",""
similar to other products,"packaging, products, product, available",0.1009368523,90,true,Negative,"",""
that it goes on clear,"clear, goes, going, 72",0.3144503916,91,true,Negative,"",""
Another antiperspirant & deodorant with inflated promises.,off-topic,0.3643749978,92,true,Negative,"",""
na,na,0.0378225873,93,true,Positive,"",""
sweat protection,off-topic,0.0750226895,94,true,Negative,"",""
Nothing,"nothing, just, another, anouther",0.2635555009,95,true,Positive,"",""
just like many other products,"packaging, products, product, available",0.079417633,96,true,Negative,"",""
Right Guard is really a man's product and I would never purchase this for myself.,off-topic,0.4059609898,97,true,Negative,"",""
goes not clear,"clear, goes, going, 72",0.3144503916,98,true,Negative,"",""
people who need this much deodorant protection probably shower more often than 72 hours,off-topic,0.4944170329,99,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,100,true,Positive,"",""
wetness protection.,off-topic,0.0551217743,101,true,Negative,"",""
Nothin,"know, everything, can, think",0.1055816245,102,true,Positive,"",""
same old same old,off-topic,0.0,103,true,Negative,"",""
never been a fan of right guard,off-topic,0.2836666722,104,true,Negative,"",""
it's clear,off-topic,0.1657043473,105,true,Negative,"",""
Don't know,"know, everything, can, think",0.3169656009,106,true,Neutral,"",""
none,"none, pagage",0.0768175156,107,true,Positive,"",""
It's an antiperspirant.,off-topic,0.0,108,true,Negative,"",""
noyhing,off-topic,0.0,109,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,110,true,Positive,"",""
just deodorant,off-topic,0.1022437505,111,true,Negative,"",""
NOTHING TO DISLIKE,"nothing, just, another, anouther",0.4488449871,112,true,Positive,"",""
right guard,off-topic,0.09208038,113,true,Negative,"",""
other antiperspirants are clear and long lasting,off-topic,0.3237766071,114,true,Negative,"",""
not much. Still higher than ought be,off-topic,0.0269917843,115,true,Negative,"",""
na,na,0.0378225873,116,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,117,true,Positive,"",""
cool,off-topic,0.0726496233,118,true,Positive,"",""
I can't find anything!,"clear, goes, going, 72",0.3978477823,119,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,120,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,121,true,Positive,"",""
na,na,0.0378225873,122,true,Positive,"",""
going on clear,"clear, goes, going, 72",0.3279525714,123,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,124,true,Positive,"",""
packaging,"packaging, products, product, available",0.0504205039,125,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,126,true,Positive,"",""
n/a,off-topic,0.0,127,true,Positive,"",""
packaging - very unexciting,"packaging, products, product, available",0.0713053605,128,true,Neutral,"",""
nothing,"nothing, just, another, anouther",0.2635555009,129,true,Positive,"",""
price,off-topic,0.0829230365,130,true,Negative,"",""
clear,off-topic,0.1657043473,131,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,132,true,Positive,"",""
na,na,0.0378225873,133,true,Positive,"",""
no comment,off-topic,0.1356500249,134,true,Neutral,"",""
pit stop,off-topic,0.1505418448,135,"","","",""
None,"none, pagage",0.0768175156,136,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,137,true,Negative,"",""
priced right but don't know about innovative,off-topic,0.2837557259,138,true,Mixed,"",""
nothing,"nothing, just, another, anouther",0.2635555009,139,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,140,true,Negative,"",""
clear antiperspirant & deodorant,off-topic,0.2566857111,141,true,Negative,"",""
?,off-topic,0.0,142,"","","",""
N/A.,off-topic,0.0,143,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,144,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,145,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,146,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,147,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,148,true,Positive,"",""
don't know,"know, everything, can, think",0.2241285258,149,true,Neutral,"",""
NOTHING,"nothing, just, another, anouther",0.2635555009,150,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,151,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,152,true,Positive,"",""
nothing in particular,off-topic,0.1945891084,153,true,Positive,"",""
packaging,"packaging, products, product, available",0.0504205039,154,true,Positive,"",""
the price,off-topic,0.0829230365,155,true,Negative,"",""
nothing--it's just another deodorant,"nothing, just, another, anouther",0.5345224838,156,true,Negative,"",""
na,na,0.0378225873,157,true,Positive,"",""
don't know,"know, everything, can, think",0.2241285258,158,true,Neutral,"",""
none,"none, pagage",0.0768175156,159,true,Positive,"",""
for men,off-topic,0.019887695,160,true,Negative,"",""
are there other scents?,off-topic,0.1132080634,161,true,Negative,"",""
I don't like pore blocking antiperspirants,off-topic,0.0751461215,162,true,Negative,"",""
everything - similar products have been available for decades,"packaging, products, product, available",0.1965705779,163,true,Negative,"",""
Nothing.,"nothing, just, another, anouther",0.2635555009,164,true,Positive,"",""
it is a deodorant product,"packaging, products, product, available",0.0710082408,165,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,166,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,167,true,Positive,"",""
extra wetness protection,off-topic,0.1380262235,168,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,169,true,Positive,"",""
stain fighting,off-topic,0.0765589843,170,true,Negative,"",""
n/a,off-topic,0.0,171,true,Positive,"",""
It's still just deoderant,off-topic,0.0,172,true,Negative,"",""
none.,"none, pagage",0.0768175156,173,true,Positive,"",""
same old stuff,off-topic,0.2620114867,174,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,175,true,Positive,"",""
stain fighting techhnology,off-topic,0.0937652234,176,true,Negative,"",""
The packaging,"packaging, products, product, available",0.0713053605,177,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,178,true,Positive,"",""
na,na,0.0378225873,179,true,Positive,"",""
n/a,off-topic,0.0,180,true,Positive,"",""
none same pagage,"none, pagage",0.1086363724,181,true,Negative,"",""
nothing that I see,"nothing, just, another, anouther",0.4564915182,182,true,Positive,"",""
deodorant,off-topic,0.0722972493,183,true,Negative,"",""
It is a man's product,"packaging, products, product, available",0.0865536382,184,true,Negative,"",""
nothing.,"nothing, just, another, anouther",0.2635555009,185,true,Positive,"",""
none,"none, pagage",0.0768175156,186,true,Positive,"",""
clear,off-topic,0.1657043473,187,true,Negative,"",""
na,na,0.0378225873,188,true,Positive,"",""
don't know,"know, everything, can, think",0.2241285258,189,true,Neutral,"",""
GOES ON CLEAR,"clear, goes, going, 72",0.3851215045,190,true,Negative,"",""
n/a,off-topic,0.0,191,true,Positive,"",""
I don't like,off-topic,0.0,192,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,193,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,194,true,Negative,"",""
na,na,0.0378225873,195,true,Positive,"",""
It's deodorant,off-topic,0.1022437505,196,true,Negative,"",""
price,off-topic,0.0829230365,197,true,Negative,"",""
na,na,0.0378225873,198,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,199,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,200,true,Positive,"",""
wetness protection,off-topic,0.0551217743,201,true,Negative,"",""
na,na,0.0378225873,202,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,203,true,Positive,"",""
just deodorant,off-topic,0.1022437505,204,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,205,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,206,true,Positive,"",""
cannot think of any,"know, everything, can, think",0.2140967248,207,true,Positive,"",""
na,na,0.0378225873,208,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,209,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,210,true,Positive,"",""
bland labeling,off-topic,0.1005712472,211,true,Negative,"",""
wetness protection,off-topic,0.0551217743,212,true,Negative,"",""
111,off-topic,0.0,213,"","","",""
Deoderant,off-topic,0.0,214,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,215,true,Positive,"",""
the cost,off-topic,0.0593616899,216,true,Negative,"",""
no comment,off-topic,0.1356500249,217,true,Neutral,"",""
nada,off-topic,-0.0048729653,218,true,Positive,"",""
sweat and stain protection is what you use any product of this nature for,off-topic,0.2497094542,219,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,220,true,Positive,"",""
is it clear or is it a cake,off-topic,0.2045101372,221,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,222,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,223,true,Positive,"",""
nothing comes to mind,off-topic,0.4255785662,224,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,225,true,Positive,"",""
n/a,off-topic,0.0,226,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,227,true,Positive,"",""
none,"none, pagage",0.0768175156,228,true,Positive,"",""
don't have to try it,off-topic,0.1361437007,229,true,Negative,"",""
fact that it goes on clear,"clear, goes, going, 72",0.3860954674,230,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,231,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,232,true,Negative,"",""
NA,na,0.0378225873,233,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,234,true,Positive,"",""
nohtin,off-topic,0.0,235,true,Positive,"",""
???,off-topic,0.0,236,"","","",""
nothing,"nothing, just, another, anouther",0.2635555009,237,true,Positive,"",""
Nothing comes to mind,off-topic,0.4255785662,238,true,Positive,"",""
na,na,0.0378225873,239,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,240,true,Positive,"",""
All claims are plain.,off-topic,0.2100917069,241,true,Negative,"",""
na,na,0.0378225873,242,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,243,true,Positive,"",""
lasts 72 hours,off-topic,0.0834444981,244,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,245,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,246,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,247,true,Positive,"",""
none,"none, pagage",0.0768175156,248,true,Positive,"",""
"It is a stick product, but this is NOT a negative thing.  It is just that it is not innovative.","packaging, products, product, available",0.4495447318,249,true,Negative,"",""
should be clinical strength and made for women,off-topic,-0.0015246135,250,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,251,true,Positive,"",""
price,off-topic,0.0829230365,252,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,253,true,Positive,"",""
it looks like it is geared toward men,off-topic,0.0792415938,254,true,Negative,"",""
n/a,off-topic,0.0,255,true,Positive,"",""
dont know,"know, everything, can, think",0.3160236722,256,true,Neutral,"",""
it has many features of existing right guard,off-topic,0.1446849551,257,true,Negative,"",""
none,"none, pagage",0.0768175156,258,true,Positive,"",""
Nothing,"nothing, just, another, anouther",0.2635555009,259,true,Positive,"",""
"Just a guess...but it probably contains the same ingredient that all antiperspirants and deodorants seem to contain that makes me break out in an itchy, oozing rash.",off-topic,0.4418149263,260,true,Negative,"",""
good with all,"know, everything, can, think",0.2403188547,261,true,Positive,"",""
none,"none, pagage",0.0768175156,262,true,Positive,"",""
it's like any other deodorant,off-topic,0.1022437505,263,true,Negative,"",""
nothing come to mind,off-topic,0.4334893026,264,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,265,true,Positive,"",""
na,na,0.0378225873,266,true,Positive,"",""
Nothing,"nothing, just, another, anouther",0.2635555009,267,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,268,true,Negative,"",""
price,off-topic,0.0829230365,269,true,Negative,"",""
clear,off-topic,0.1657043473,270,true,Negative,"",""
price,off-topic,0.0829230365,271,true,Negative,"",""
price,off-topic,0.0829230365,272,true,Negative,"",""
na,na,0.0378225873,273,true,Positive,"",""
na,na,0.0378225873,274,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,275,true,Negative,"",""
na,na,0.0378225873,276,true,Positive,"",""
Nothing,"nothing, just, another, anouther",0.2635555009,277,true,Positive,"",""
na,na,0.0378225873,278,true,Positive,"",""
?,off-topic,0.0,279,"","","",""
nothing,"nothing, just, another, anouther",0.2635555009,280,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,281,true,Negative,"",""
I feel all right guard deodorant is the same just different packaging,off-topic,0.4163656667,282,true,Negative,"",""
deodorant,off-topic,0.0722972493,283,true,Negative,"",""
antiperspirant & deodorant,off-topic,0.0191424181,284,true,Negative,"",""
no comment,off-topic,0.1356500249,285,true,Neutral,"",""
sweat and stain protection,off-topic,0.0961759943,286,true,Negative,"",""
being clear,off-topic,0.1657043473,287,true,Negative,"",""
odor protection   Would like to know if it is a solid or liquid.,off-topic,0.3043097079,288,true,Negative,"",""
Not sure.,off-topic,0.344825434,289,true,Neutral,"",""
don't know,"know, everything, can, think",0.2241285258,290,true,Neutral,"",""
n/a,off-topic,0.0,291,true,Positive,"",""
none,"none, pagage",0.0768175156,292,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,293,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,294,true,Positive,"",""
just a deodorant,off-topic,0.1022437505,295,true,Negative,"",""
Don't know,"know, everything, can, think",0.3169656009,296,true,Neutral,"",""
nothing,"nothing, just, another, anouther",0.2635555009,297,true,Positive,"",""
everything,"know, everything, can, think",0.2461314694,298,true,Negative,"",""
SWEAT AND STAIN PROTECTION,off-topic,0.1110544724,299,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,300,true,Positive,"",""
na,na,0.0378225873,301,true,Positive,"",""
none,"none, pagage",0.0768175156,302,true,Positive,"",""
deodorant is deodorant,off-topic,0.1022437505,303,true,Negative,"",""
Nothing,"nothing, just, another, anouther",0.2635555009,304,true,Positive,"",""
packaging,"packaging, products, product, available",0.0504205039,305,true,Positive,"",""
not interested in the product,"packaging, products, product, available",0.1032403053,306,true,Negative,"",""
all brands protect against sweat and stain,"packaging, products, product, available",0.2084700651,307,true,Negative,"",""
not certain,off-topic,0.1340253959,308,true,Neutral,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,309,true,Negative,"",""
it's a stick,off-topic,0.1171758322,310,true,Negative,"",""
antiperspirant and deoderant,off-topic,0.0,311,true,Negative,"",""
It looks like all the others out there.,off-topic,0.3725138798,312,true,Negative,"",""
there's nothing innovative,off-topic,0.1848701782,313,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,314,true,Positive,"",""
clear antiperspirant,off-topic,0.2343413353,315,true,Negative,"",""
na,na,0.0378225873,316,true,Positive,"",""
There are so many similar products available,"packaging, products, product, available",0.142718638,317,true,Negative,"",""
it's deodorant with more chemicals added this might not be a good thing for those of us with sensitive skin,off-topic,0.4850334585,318,true,Negative,"",""
NA,na,0.0378225873,319,true,Positive,"",""
NONE,"none, pagage",0.0768175156,320,true,Positive,"",""
same as many others,off-topic,0.2126404825,321,true,Negative,"",""
packaging,"packaging, products, product, available",0.0504205039,322,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,323,true,Negative,"",""
n/a,off-topic,0.0,324,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,325,true,Positive,"",""
clear,off-topic,0.1657043473,326,true,Negative,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,327,true,Negative,"",""
anti perspirant,off-topic,0.0651178002,328,true,Negative,"",""
none,"none, pagage",0.0768175156,329,true,Positive,"",""
this product is totally innovative,"packaging, products, product, available",0.1105257783,330,true,Positive,"",""
It's a deoderant,off-topic,0.0,331,true,Negative,"",""
the container,off-topic,0.0425466912,332,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,333,true,Positive,"",""
none,"none, pagage",0.0768175156,334,true,Positive,"",""
Nothing,"nothing, just, another, anouther",0.2635555009,335,true,Positive,"",""
unknown,off-topic,0.0313202107,336,true,Positive,"",""
unknown,off-topic,0.0313202107,337,true,Positive,"",""
n/a,off-topic,0.0,338,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,339,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,340,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,341,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,342,true,Positive,"",""
I think it is fine the way it was,off-topic,0.2020427809,343,true,Positive,"",""
odor coverage,off-topic,0.0196146349,344,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,345,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,346,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,347,true,Positive,"",""
same as other antiperspirant deod,off-topic,0.0,348,true,Negative,"",""
That it goes on clear.,"clear, goes, going, 72",0.3851215045,349,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,350,true,Positive,"",""
It's deodorant,off-topic,0.1022437505,351,true,Negative,"",""
gjjhj,off-topic,0.0,352,"","","",""
everything else,"know, everything, can, think",0.3323028026,353,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,354,true,Positive,"",""
Nothing,"nothing, just, another, anouther",0.2635555009,355,true,Positive,"",""
idk,off-topic,0.0,356,true,Neutral,"",""
nohing,off-topic,0.0,357,true,Positive,"",""
htrt juyrju treawyerhy,off-topic,0.0,358,"","","",""
nothing,"nothing, just, another, anouther",0.2635555009,359,true,Positive,"",""
sweat protection,off-topic,0.0750226895,360,true,Negative,"",""
just another deoderant,off-topic,0.0,361,true,Negative,"",""
not sure,off-topic,0.2438284027,362,true,Neutral,"",""
Nothing.,"nothing, just, another, anouther",0.2635555009,363,true,Positive,"",""
None,"none, pagage",0.0768175156,364,true,Positive,"",""
WHO GOES 72 HOURS WITHOUT BATHING???,"clear, goes, going, 72",0.4071523568,365,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,366,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,367,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,368,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,369,true,Positive,"",""
N/A,off-topic,0.0,370,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,371,true,Positive,"",""
no idea,off-topic,0.1759675637,372,true,Positive,"",""
Price,off-topic,0.0829230365,373,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,374,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,375,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,376,true,Negative,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,377,true,Negative,"",""
Undecided,off-topic,0.0213479065,378,true,Neutral,"",""
everything,"know, everything, can, think",0.2461314694,379,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,380,true,Positive,"",""
everything,"know, everything, can, think",0.2461314694,381,true,Negative,"",""
its still an antisperiant and deoderant,off-topic,0.0,382,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,383,true,Positive,"",""
goes on clear,"clear, goes, going, 72",0.3144503916,384,true,Negative,"",""
price,off-topic,0.0829230365,385,true,Negative,"",""
3.99,off-topic,0.0,386,true,Negative,"",""
na,na,0.0378225873,387,true,Positive,"",""
72 hour oder control,off-topic,0.0976160687,388,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,389,true,Positive,"",""
nothing really...there could be more options for scent but i've bought this many times and am very happy with it,off-topic,0.4319455152,390,true,Positive,"",""
not sure,off-topic,0.2438284027,391,true,Neutral,"",""
nothing,"nothing, just, another, anouther",0.2635555009,392,true,Positive,"",""
no idea,off-topic,0.1759675637,393,true,Positive,"",""
antiperspirant and deodorant,off-topic,0.1022437505,394,true,Negative,"",""
nothing comes to mind,off-topic,0.4255785662,395,true,Positive,"",""
normal deodorant,off-topic,0.0390745968,396,true,Negative,"",""
Don't know,"know, everything, can, think",0.3169656009,397,true,Neutral,"",""
everything,"know, everything, can, think",0.2461314694,398,true,Negative,"",""
deodorant,off-topic,0.0722972493,399,true,Negative,"",""
sweat protection,off-topic,0.0750226895,400,true,Negative,"",""
NA,na,0.0378225873,401,true,Positive,"",""
price,off-topic,0.0829230365,402,true,Negative,"",""
effective wetness protection,off-topic,0.1072774516,403,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,404,true,Positive,"",""
clear,off-topic,0.1657043473,405,true,Negative,"",""
none,"none, pagage",0.0768175156,406,true,Positive,"",""
packaging,"packaging, products, product, available",0.0504205039,407,true,Positive,"",""
the product itself.,"packaging, products, product, available",0.0499717663,408,true,Negative,"",""
It is a fresh scent like other products.,"packaging, products, product, available",0.1248790284,409,true,Negative,"",""
the price,off-topic,0.0829230365,410,true,Negative,"",""
not much,off-topic,0.0,411,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,412,true,Positive,"",""
N/A,off-topic,0.0,413,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,414,true,Positive,"",""
stain protection,off-topic,0.0599662134,415,true,Negative,"",""
just give me the points,off-topic,0.0584654227,416,"","","",""
everything,"know, everything, can, think",0.2461314694,417,true,Negative,"",""
seems manly not for women,off-topic,0.0092018109,418,true,Negative,"",""
nothing,"nothing, just, another, anouther",0.2635555009,419,true,Positive,"",""
nothing,"nothing, just, another, anouther",0.2635555009,420,true,Positive,"",""
None,"none, pagage",0.0768175156,421,true,Positive,"",""
