Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
nothing,"love, know, idea, everything",0.0990865563,71,true,Negative,"",""
not sure,"love, know, idea, everything",0.1032232532,72,true,Neutral,"",""
for sensitive teeth,"helps, sensitive, fix, people",0.0877412819,73,true,Positive,"",""
Not many products to relieve tooth sensitivity for the length of time as this product.,"products, product, crest, heard",0.1114272077,74,true,Positive,"",""
nothing i have false teeth,"problem, product, never, probably",0.1667083814,75,true,Negative,"",""
1 month of protection,"protection, month, 1, act",0.0939422506,76,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,77,true,Negative,"",""
NOTHING,"love, know, idea, everything",0.0990865563,78,true,Negative,"",""
The concept,off-topic,0.0693931212,79,true,Positive,"",""
na,na,0.0053499809,80,true,Negative,"",""
apply with strips,"helps, issue, strip, 00",0.0851436752,81,true,Positive,"",""
do not know,"love, know, idea, everything",0.081164682,82,true,Neutral,"",""
Helps people with sensitive teeth to have more than just toothpaste to help calm the nerves,"get, takes, dentist, good",0.3156060552,83,true,Positive,"",""
It provides immediate relief in addition to protection for a month.,"provide, provides, protection, applied",0.1814475038,84,true,Positive,"",""
The effects are long lasting!,"treatment, amount, exactly, right",0.1190183566,85,true,Positive,"",""
?,off-topic,0.0,86,"","","",""
nothing,"love, know, idea, everything",0.0990865563,87,true,Negative,"",""
applied where it is needed,"instead, effects, form, gel",0.0974358266,88,true,Positive,"",""
Seems very easy to use instead of the toothpastes available,"products, product, crest, heard",0.168746651,89,true,Positive,"",""
N/A,off-topic,0.0,90,true,Negative,"",""
I don't know of any other products that offer proctection from tooth sensitivity.,"products, product, crest, heard",0.1487117611,91,true,Positive,"",""
"Costly, yet could be effective.","problem, product, never, probably",0.1638534184,92,true,Mixed,"",""
A sensitivity treatment that you can get without going to the dentist.,"get, takes, dentist, good",0.3028786895,93,true,Positive,"",""
strips to relieve tooth sensitivity,"helps, issue, strip, 00",0.1177352898,94,true,Positive,"",""
Applying sensitivity relief via strip should be much more effective than a toothpaste.,"stop, stops, artificially, happening",0.1460987427,95,true,Positive,"",""
the right amount of treatment is available where needed,"treatment, amount, exactly, right",0.1603779587,96,true,Positive,"",""
that the right amount of tooth treatment is appled where needed,"treatment, amount, exactly, right",0.1745265056,97,true,Positive,"",""
Strips to help get rid of sensitivity,"get, takes, dentist, good",0.2383920189,98,true,Positive,"",""
long lasting,off-topic,0.0988272176,99,true,Positive,"",""
strips,"helps, issue, strip, 00",0.0262479956,100,true,Positive,"",""
getting one month of relief from a ten minute application,"application, minute, source, method",0.1984042844,101,true,Positive,"",""
a strip for sensitive teeth,"helps, issue, strip, 00",0.0968371375,102,true,Positive,"",""
It could help with tooth sensitivity,"get, takes, dentist, good",0.2095132738,103,true,Positive,"",""
Allows relief from sensitivity without brushing teeth with Sensodyne or another brand of toothpaste,"products, product, crest, heard",0.2859759262,104,true,Positive,"",""
It uses strips & works in 10 min. w/ results lasting for up to one month.,off-topic,0.088933696,105,true,Positive,"",""
none,none,0.0295961152,106,true,Negative,"",""
nothing,"love, know, idea, everything",0.0990865563,107,true,Negative,"",""
The convenience aspect of a strip form.,"instead, effects, form, gel",0.1594121095,108,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,109,true,Negative,"",""
Treating sensitive teeth once for long term effect.,off-topic,0.1491640443,110,true,Positive,"",""
relief of sensitivity and pain,"treatment, amount, exactly, right",0.1232831395,111,true,Positive,"",""
easy treatment for sensitive teeth,"treatment, amount, exactly, right",0.1103099186,112,true,Positive,"",""
no idea,"problem, product, never, probably",0.0822899596,113,true,Negative,"",""
nothing,"love, know, idea, everything",0.0990865563,114,true,Negative,"",""
A professional level of sensitivity treatment you cannot get with toothpaste.,off-topic,0.1380232099,115,true,Positive,"",""
They are strips.,"helps, issue, strip, 00",0.0371202714,116,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,117,true,Negative,"",""
crest is great name and sounds great,off-topic,0.0708313621,118,true,Positive,"",""
1. easy to apply i hate the creams 2. sounds great I think i might have seen this on tv,off-topic,0.0259655217,119,true,Positive,"",""
concept of use of strip to deal with sensitive teeth,"problem, product, never, probably",0.1929054337,120,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,121,true,Negative,"",""
Deferent times  of the year the  teeth are much more sensitives .Tars away that pa,off-topic,0.0729261392,122,true,Positive,"",""
a strip for sensitivity,"helps, issue, strip, 00",0.0430087948,123,true,Positive,"",""
don't know,"love, know, idea, everything",0.081164682,124,true,Neutral,"",""
none,none,0.0295961152,125,true,Negative,"",""
Pain and sensitivity relief for up to one month.,"month, full, protects, entire",0.1745433303,126,true,Positive,"",""
none,none,0.0295961152,127,true,Negative,"",""
n/a,off-topic,0.0,128,true,Negative,"",""
sensitivity relief,"immediate, quick, relief, 1-month",0.0669804121,129,true,Positive,"",""
no idea....I have had false teeth for over 40 years and have never paid any attention to this type of product....had no idea they even existed.,"problem, product, never, probably",0.3606743477,130,true,Negative,"",""
n,off-topic,0.0,131,true,Negative,"",""
For people with crappy teeth,"helps, sensitive, fix, people",0.0902678522,132,true,Positive,"",""
that it could relieve sensitivity pain up to a month,"month, full, protects, entire",0.1510374296,133,true,Positive,"",""
the price isn't reasonable,"market, price, buy, products",0.0734500878,134,true,Negative,"",""
last longer and can apply to exact area needed,"problem, product, never, probably",0.2267810121,135,true,Positive,"",""
gives sensitivity relief,"gives, place, protection, month",0.1479857813,136,true,Positive,"",""
treat tooth decay,"instead, effects, form, gel",0.0803589203,137,true,Positive,"",""
very different,"instead, effects, form, gel",0.0814141385,138,true,Positive,"",""
it stops mouth pain in 10 minutes with a strip,"minutes, 10, ten, applied",0.1479370129,139,true,Positive,"",""
ONE STRIP HAS A 1 MONTH PROTECTION FORM SENSITIVITY PAIN,"instead, effects, form, gel",0.2777591932,140,true,Positive,"",""
that it treat tooth sensitivity exactly where you need it. I have never seen a product like this anywhere,"problem, product, never, probably",0.3889858332,141,true,Positive,"",""
immediate relief with  1 month protection,"protection, month, 1, act",0.1487759553,142,true,Positive,"",""
interesting idea,"problem, product, never, probably",0.1233451583,143,true,Positive,"",""
The use of a strip for pain in a tooth.,"helps, issue, strip, 00",0.1422046174,144,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,145,true,Negative,"",""
easy to use,"products, product, crest, heard",0.1042973544,146,true,Positive,"",""
sensitivity treatment in a strip,"treatment, amount, exactly, right",0.0709929462,147,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,148,true,Negative,"",""
Strips,"helps, issue, strip, 00",0.0262479956,149,true,Positive,"",""
Nothing,"love, know, idea, everything",0.0990865563,150,true,Negative,"",""
fast & easy,off-topic,0.1028961698,151,true,Positive,"",""
new idea on old ailment,"problem, product, never, probably",0.1705411959,152,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,153,true,Negative,"",""
helps with sensitivity,"get, takes, dentist, good",0.1368070264,154,true,Positive,"",""
the long lasting protection,"protection, month, 1, act",0.0798738536,155,true,Positive,"",""
The most innovative thing about this product is that you can use one strip for 10 minutes and it will provide immediate relief and up to 1 month of protection from sensitivity pain.,"provide, provides, protection, applied",0.414378867,156,true,Positive,"",""
Gives people with sensitive teeth relief and it costs less than the dentist,"instead, effects, form, gel",0.2586942452,157,true,Positive,"",""
completely irrelevant to me,"problem, product, never, probably",0.1335829858,158,true,Negative,"",""
applied where needwed,off-topic,0.0542646198,159,true,Positive,"",""
Targeted pain relief,"treatment, amount, exactly, right",0.1377050066,160,true,Positive,"",""
not very familiar with sensitivity products so I'm not sure how innovative this product is,"products, product, crest, heard",0.1013072454,161,true,Neutral,"",""
easy application with immediate and lasting relief,"application, minute, source, method",0.1295064129,162,true,Positive,"",""
n/a,off-topic,0.0,163,true,Negative,"",""
relief that lasts a month,"month, full, protects, entire",0.0973238128,164,true,Positive,"",""
use only as needed,"problem, product, never, probably",0.1389725429,165,true,Positive,"",""
For sensitive teeth,"helps, sensitive, fix, people",0.107460685,166,true,Positive,"",""
1 month of protection,"protection, month, 1, act",0.0939422506,167,true,Positive,"",""
stops pain fast and its by crest,"stop, stops, artificially, happening",0.1263993843,168,true,Positive,"",""
one strip would work,"helps, issue, strip, 00",0.0402379943,169,true,Positive,"",""
none,none,0.0295961152,170,true,Negative,"",""
strip form,"instead, effects, form, gel",0.0912365921,171,true,Positive,"",""
none,none,0.0295961152,172,true,Negative,"",""
able to apply directly to the effected area  protection last for one month,"protection, month, 1, act",0.3039685559,173,true,Positive,"",""
n/a,off-topic,0.0,174,true,Negative,"",""
?,off-topic,0.0,175,"","","",""
Nothing as I would never use it because I have dentures.,"love, know, idea, everything",0.2379562979,176,true,Negative,"",""
fast relief,off-topic,0.074439769,177,true,Positive,"",""
na,na,0.0053499809,178,true,Negative,"",""
Form of treatment--most sensitivity remedies are toothpastes.,"treatment, amount, exactly, right",0.1388357421,179,true,Positive,"",""
strip on teeth for 10 minutes - relief up to 1 month,"minutes, 10, ten, applied",0.1711210152,180,true,Positive,"",""
speed,off-topic,0.012044176,181,true,Positive,"",""
being in strips and long lasting,"helps, issue, strip, 00",0.0794937916,182,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,183,true,Negative,"",""
puts the sensitivity into a strip rather than a toothpaste,"problem, product, never, probably",0.2285380694,184,true,Positive,"",""
?,off-topic,0.0,185,"","","",""
Don't have to go to dentist,"love, know, idea, everything",0.1467535528,186,true,Positive,"",""
fast pain relief in a strip,off-topic,0.1455737111,187,true,Positive,"",""
That it is not a sensitive toothpaste that loses its effectiveness when the mouth is rinsed.,off-topic,0.176867697,188,true,Positive,"",""
dont know,"love, know, idea, everything",0.1145038243,189,true,Neutral,"",""
You can treat specific teeth,"love, know, idea, everything",0.1241712797,190,true,Positive,"",""
very innovative if it last up to 1 month as stated,off-topic,0.1810793077,191,true,Positive,"",""
YOu stick on your teeth,"love, know, idea, everything",0.0869927623,192,true,Positive,"",""
long term relief,off-topic,0.0732889655,193,true,Positive,"",""
quick relief,"immediate, quick, relief, 1-month",0.106167307,194,true,Positive,"",""
protects for up to 1 month,"month, full, protects, entire",0.0941169685,195,true,Positive,"",""
"no idea, it's not something I would ever use","love, know, idea, everything",0.2299546079,196,true,Negative,"",""
huh??,off-topic,0.0211476024,197,"","","",""
a,off-topic,0.0,198,true,Negative,"",""
highly effective and long lasting,off-topic,0.1055416044,199,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,200,true,Negative,"",""
nothing,"love, know, idea, everything",0.0990865563,201,true,Negative,"",""
A tooth sensitivity product in strip form,"instead, effects, form, gel",0.1649856562,202,true,Positive,"",""
a strip for the sensitive areas in your mouth,off-topic,0.0740836812,203,true,Positive,"",""
additional method to treat tooth sensitivity other than special toothpaste,off-topic,0.1516657114,204,true,Positive,"",""
delivery system,"application, minute, source, method",0.0344407806,205,true,Positive,"",""
not sure,"love, know, idea, everything",0.1032232532,206,true,Neutral,"",""
The concept of targeting sensitive spots on your teeth with lasting protection.,off-topic,0.1718711436,207,true,Positive,"",""
nothing to don't know enough of amount the issue to comment on if this is worth while or not,"problem, product, never, probably",0.235523596,208,true,Negative,"",""
treat tooth sensitivity,"treatment, amount, exactly, right",0.1131655263,209,true,Positive,"",""
1 strip gives up to a month of sensitivity protection,"gives, place, protection, month",0.218397427,210,true,Positive,"",""
do not know,"love, know, idea, everything",0.081164682,211,true,Neutral,"",""
good idea,"love, know, idea, everything",0.1501997737,212,true,Positive,"",""
stop sensitivity pain,"stop, stops, artificially, happening",0.1209789458,213,true,Positive,"",""
strip sensitivity treatment,"treatment, amount, exactly, right",0.0709929462,214,true,Positive,"",""
Nothing,"love, know, idea, everything",0.0990865563,215,true,Negative,"",""
?? I don't need a product like this so I don't know.,"products, product, crest, heard",0.2229370591,216,true,Negative,"",""
NA.,na,0.0053499809,217,true,Negative,"",""
Nothing,"love, know, idea, everything",0.0990865563,218,true,Negative,"",""
nothing,"love, know, idea, everything",0.0990865563,219,true,Negative,"",""
That one application is all you need for one month,"application, minute, source, method",0.1684786814,220,true,Positive,"",""
10 min provides immediate relief,off-topic,0.0640414554,221,true,Positive,"",""
na,na,0.0053499809,222,true,Negative,"",""
I'm a crst person so this might work as good as their other products,"products, product, crest, heard",0.2385646957,223,true,Positive,"",""
nothing its expensive I can use sensitivity toothpaste,"problem, product, never, probably",0.2755776676,224,true,Negative,"",""
length of time that it would work after it is applied,off-topic,0.0530018678,225,true,Positive,"",""
strips have been around for a while now so the only thing innovative is perhaps that it is for sensitive teeth.,"problem, product, never, probably",0.3026943575,226,true,Neutral,"",""
Not too interesting,"problem, product, never, probably",0.1078906809,227,true,Negative,"",""
"It's strips for sensitivity, not just toothpaste.","helps, issue, strip, 00",0.08610916,228,true,Positive,"",""
pain relief strip,"helps, issue, strip, 00",0.1169853179,229,true,Positive,"",""
Can de-sensitize a chosen area with strips.,off-topic,0.1062280197,230,true,Positive,"",""
using a strip to reduce sensitivity,"instead, uses, using, gel",0.1521568169,231,true,Positive,"",""
1 month protection,"protection, month, 1, act",0.0939422506,232,true,Positive,"",""
great way to treat sensitvty in 10 minutes time,"minutes, 10, ten, applied",0.1271286927,233,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,234,true,Negative,"",""
Nothing-there are other products like this for sale-this one just has the crest name on it.,"products, product, crest, heard",0.0652613162,235,true,Negative,"",""
na,na,0.0053499809,236,true,Negative,"",""
That it would stop my tooth sensitivity,"stop, stops, artificially, happening",0.1173652912,237,true,Positive,"",""
none,none,0.0295961152,238,true,Negative,"",""
nothing,"love, know, idea, everything",0.0990865563,239,true,Negative,"",""
much more than expected for a long temporary release of pain,off-topic,0.0743570414,240,true,Positive,"",""
it provides up to 1 month of protection,"provide, provides, protection, applied",0.1076010805,241,true,Positive,"",""
pain relief strip for tooth pain,"treatment, amount, exactly, right",0.1683546516,242,true,Positive,"",""
gives relief fast and works for a month,"works, away, quickly, good",0.1044703203,243,true,Positive,"",""
That it's a strip that helps with tooth sensitivity,"helps, issue, strip, 00",0.1501247117,244,true,Positive,"",""
the technology,"technology, crest's, professional, ingredient",0.0034286238,245,true,Positive,"",""
strips.,"helps, issue, strip, 00",0.0262479956,246,true,Positive,"",""
good claim,"love, know, idea, everything",0.1450679012,247,true,Neutral,"",""
easy way to relieve sensitive teeth,"helps, sensitive, fix, people",0.2050399418,248,true,Positive,"",""
not sure at this time,"love, know, idea, everything",0.1459797246,249,true,Neutral,"",""
lasts up to 1 monthcan apply directly to sensitive spot,"instead, effects, form, gel",0.195001517,250,true,Positive,"",""
none,none,0.0295961152,251,true,Negative,"",""
???????????,off-topic,0.0,252,"","","",""
quick acting,off-topic,0.0171471529,253,true,Positive,"",""
sensitivity relief,"immediate, quick, relief, 1-month",0.0669804121,254,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,255,true,Negative,"",""
1 strip proiveds 10 mins.of immediate relief & up to 1 mo. protection,off-topic,0.194876349,256,true,Positive,"",""
pain killer in a strip,off-topic,0.1100085633,257,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,258,true,Negative,"",""
Something new,"love, know, idea, everything",0.1405525843,259,true,Positive,"",""
That 10 minutes can provide a month of relief,"provide, provides, protection, applied",0.1531351884,260,true,Positive,"",""
packaging,"products, product, crest, heard",0.033202314,261,true,Positive,"",""
its crest,off-topic,0.0068236585,262,true,Positive,"",""
"don't know, never use this type of product",off-topic,0.1353003405,263,true,Neutral,"",""
na,na,0.0053499809,264,true,Negative,"",""
that it can be used for immediate relief and on a small area,"immediate, quick, relief, 1-month",0.1479524577,265,true,Positive,"",""
the only thing is the brand name Crest,"market, price, buy, products",0.1085726873,266,true,Negative,"",""
Nothing that interests me.,off-topic,0.069968553,267,true,Negative,"",""
helps with sensitive teeth,"helps, sensitive, fix, people",0.1527071553,268,true,Positive,"",""
none,none,0.0295961152,269,true,Negative,"",""
Very new way to treat tooth pain.,"treatment, amount, exactly, right",0.1596255833,270,true,Positive,"",""
It lasts for 1 month.,"month, full, protects, entire",0.0935870424,271,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,272,true,Negative,"",""
shorter time,off-topic,0.0509540165,273,true,Positive,"",""
Stops Sensitivity,"stop, stops, artificially, happening",0.0567565755,274,true,Positive,"",""
10 MINUTE APPLICATION PROVIDES RELIEF FOR UP TO 1 MONTH,"application, minute, source, method",0.1799700356,275,true,Positive,"",""
cost too much,off-topic,0.0682715976,276,true,Negative,"",""
"Easy to apply, long lasting","problem, product, never, probably",0.1875442609,277,true,Positive,"",""
no opinion,off-topic,0.0344711894,278,true,Neutral,"",""
strips can provide up to a month's protection,"provide, provides, protection, applied",0.108327594,279,true,Positive,"",""
stop pain instantly provide relif for a month,"provide, provides, protection, applied",0.1917207252,280,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,281,true,Negative,"",""
a strip instead of a gel,"instead, uses, using, gel",0.1495867124,282,true,Positive,"",""
treatment applied where needed,"treatment, amount, exactly, right",0.0980758555,283,true,Positive,"",""
immediate relief,"immediate, quick, relief, 1-month",0.0854203913,284,true,Positive,"",""
not sure,"love, know, idea, everything",0.1032232532,285,true,Neutral,"",""
nothing,"love, know, idea, everything",0.0990865563,286,true,Negative,"",""
strips to treat sensitivity,"treatment, amount, exactly, right",0.1093156935,287,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,288,true,Negative,"",""
apply exactly where needed,"problem, product, never, probably",0.15618488,289,true,Positive,"",""
Nothing,"love, know, idea, everything",0.0990865563,290,true,Negative,"",""
Using strips to help sensitive teeth pain,"instead, uses, using, gel",0.2508642457,291,true,Positive,"",""
Allows consumers to get sensitivity relief like never before. Crest's strip technology creates a truly breakthrough and effective way to treat tooth sensitivity. Provides immediate relief and up to 1 month of protection from sensitivity pain.,"technology, crest's, professional, ingredient",0.4784071884,292,true,Positive,"",""
Relieves sensitivity from tooth pain. The only product available in a strip.,"products, product, crest, heard",0.1477013117,293,true,Positive,"",""
Using strips to administer pain relief.,"instead, uses, using, gel",0.191870713,294,true,Positive,"",""
na,na,0.0053499809,295,true,Negative,"",""
the short application time and ability to apply only to the sensitive area,off-topic,0.1472231685,296,true,Positive,"",""
they are strips for sensitive teeth,"helps, issue, strip, 00",0.1078392614,297,true,Positive,"",""
Nothing stands out,off-topic,0.0632307363,298,true,Negative,"",""
"It combines a professional-level ingredient with Crest's strip technology to create a truly breakthrough & effective way to treat tooth sensitivity,","technology, crest's, professional, ingredient",0.1727270244,299,true,Positive,"",""
the strips,"helps, issue, strip, 00",0.0262479956,300,true,Positive,"",""
"wouldn't use,no sensitive teeth","helps, sensitive, fix, people",0.107460685,301,true,Negative,"",""
The idea,"problem, product, never, probably",0.1163755769,302,true,Positive,"",""
pain relief for teeth in strips,"helps, sensitive, fix, people",0.1526402445,303,true,Positive,"",""
convenient and easy application,"application, minute, source, method",0.0745429705,304,true,Positive,"",""
1 month protection,"protection, month, 1, act",0.0939422506,305,true,Positive,"",""
"I don't have sensitive teeth but if you did, it sounds good","problem, product, never, probably",0.2341828802,306,true,Mixed,"",""
n/a,off-topic,0.0,307,true,Negative,"",""
Strips,"helps, issue, strip, 00",0.0262479956,308,true,Positive,"",""
helps sensitive teeth w/ a strip,"helps, issue, strip, 00",0.1690553717,309,true,Positive,"",""
"The format - strips rather than toothpaste,",off-topic,0.0411112722,310,true,Positive,"",""
one strip provides up to 1 month protection,"provide, provides, protection, applied",0.1438808683,311,true,Positive,"",""
Nothing.,"love, know, idea, everything",0.0990865563,312,true,Negative,"",""
provides immediate relief that lasts for up to one month,"provide, provides, protection, applied",0.1626309642,313,true,Positive,"",""
strip 1 month protection,"protection, month, 1, act",0.1148277643,314,true,Positive,"",""
strips,"helps, issue, strip, 00",0.0262479956,315,true,Positive,"",""
right amount of treatment applied where needed,"treatment, amount, exactly, right",0.1641814271,316,true,Positive,"",""
Nothing,"love, know, idea, everything",0.0990865563,317,true,Negative,"",""
Sounds like a good product for someone with sensitive teeth.  My daughter would really like it if it was available in Alaska. the long lasting strip sounds easy to use.,off-topic,0.2865959659,318,true,Positive,"",""
helps improve sensitive teeth,"provide, provides, protection, applied",0.1656830551,319,true,Positive,"",""
that it offers sensitivity relief in a strip for a month,off-topic,0.0946621864,320,true,Positive,"",""
it is a stripit provides immediate relief after 10 minutes and it should last for 1 month,"provide, provides, protection, applied",0.1929317762,321,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,322,true,Negative,"",""
not much,off-topic,0.0,323,true,Negative,"",""
up to one whole month of protection from tooth sensitivity....something i would have only let a dentist or his assistant apply is now available for me to buy and apply.,off-topic,0.2772376915,324,true,Positive,"",""
stops tooth sensitivity for extended period.,off-topic,0.0990657212,325,true,Positive,"",""
The strips improve sensitivity with only a 10 minute use but protection lasts a month.,"protection, month, 1, act",0.238179723,326,true,Positive,"",""
"only treat the teeth when needed , lasts a month","month, full, protects, entire",0.2129102621,327,true,Positive,"",""
1 month of protection,"protection, month, 1, act",0.0939422506,328,true,Positive,"",""
a specific product that can be applied to sensitive teeth,"instead, effects, form, gel",0.1639959653,329,true,Positive,"",""
nothing,"love, know, idea, everything",0.0990865563,330,true,Negative,"",""
crest technology,"technology, crest's, professional, ingredient",0.005760195,331,true,Positive,"",""
I have never researched this kind of product so I cannot honestly say what is new,"love, know, idea, everything",0.3144702181,332,true,Neutral,"",""
East to use,off-topic,0.0,333,true,Positive,"",""
ghfg,off-topic,0.0,334,"","","",""
one month duration,"month, full, protects, entire",0.0960511311,335,true,Positive,"",""
good when needed,"love, know, idea, everything",0.1611987561,336,true,Positive,"",""
the form in which it is applied,"instead, effects, form, gel",0.0886693891,337,true,Positive,"",""
one month protection against sensitivity,"protection, month, 1, act",0.1179259703,338,true,Positive,"",""
pain relief for teeth sensitivity,"helps, sensitive, fix, people",0.1479251329,339,true,Positive,"",""
n/a,off-topic,0.0,340,true,Negative,"",""
sensitivity strip that lasts up to 1 month,"helps, issue, strip, 00",0.1221917334,341,true,Positive,"",""
